Unnamed: 0,tweet_text,text,text_processed,polarity,sentimen
234,Masyarakat Kota Medan Sumatera Utara setuju kebijakan pemerintah Subsidi BBM dilaihkan untuk BANSOS/BLT #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/C3dxkJAj8g,"the people of the city of Medan, North Sumatra, agree with the government's policy of shifting fuel subsidies for social assistance blt","people city Medan, North Sumatra, agree government's policy shifting fuel subsidy social assistance blt",0.03333333333333333,positive
236,"Pemerintah menambah kuota pertalite sebanyak 6,86 juta kiloliter dari kuota awal 23,05 juta KL. Sedangkan untuk solar subsidi, ditambah 2,73 juta KL dari kuota awal 15,1 juta KL. #Validnews https://t.co/EfeQpX88ip","the government has increased the pertalite quota by as much as million kiloliters from the initial quota of million KL, while for subsidized diesel it has added another million from the initial quota of million KL","government increased pertalite quota much million kiloliter initial quota million KL, subsidized diesel added another million initial quota million KL",0.06666666666666667,positive
241,Masyarakat sangat berterima kasih atas kebijakan pemerintah menyalurkan BLT BBM  Dukung penyaluran BLT #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan Sumatera Utara https://t.co/B4xzMwGfuQ,The community is very grateful for the government's policy of distributing direct fuel oil cash assistance to support the distribution of North Sumatra cash direct assistance,The community grateful government's policy distributing direct fuel oil cash assistance support distribution North Sumatra cash direct assistance,0.1,positive
242,Pemerintah telah menyalurkan BLT BBM ke seluruh daerah di indonesia  Dukung penyaluran BLT #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan Sumatera Utara https://t.co/ZbCSvcKYti,The government has distributed direct fuel oil cash assistance to all regions in Indonesia to support the distribution of North Sumatra cash direct assistance,The government distributed direct fuel oil cash assistance region Indonesia support distribution North Sumatra cash direct assistance,0.1,positive
246,Bantuan Langsung Tunai (BLT) ini merupakan bantuan yang dijanjikan pemerintah pusat untuk masyarakat pasca kenaikan BBM yang disalurkan melalui pemerintah daerah. #publisherstory #kepripedia https://t.co/sLoJMJo4a1,This BLT direct cash assistance is assistance promised by the central government for the community after the increase in fuel oil which is channeled through the regional government,This BLT direct cash assistance assistance promised central government community increase fuel oil channeled regional government,0.05,positive
247,Langakah Tepat Pemerintah Dalam Melakukan Penyesuaian Harga BBM Untuk Kesejahteraan Masyarakat Indonesia  -Nusa Tenggara Timur- #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/wWgRONkD5l,"the government's right step in adjusting the price of fuel oil for the welfare of the people of Indonesia, East Nusa Tenggara","government's right step adjusting price fuel oil welfare people Indonesia, East Nusa Tenggara",0.2857142857142857,positive
251,"Penyaluran BLT BBM capai 96,6 persen. pemerintah hebat  Maluku Utara  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/P5uqULF54E",the distribution of direct fuel oil cash assistance reaches a percentage of the North Maluku Great Government,distribution direct fuel oil cash assistance reach percentage North Maluku Great Government,0.45,positive
252,Penyesuaian harga BBM langkah tepat pemerintah. Dukung penyesuaian harga BBM  Salam dari Sumatera Utara  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/GFJKZ0uSxz,Adjustment of the price of fuel oil is the right step for the government to support the adjustment of the price of fuel oil from North Sumatra,Adjustment price fuel oil right step government support adjustment price fuel oil North Sumatra,0.2857142857142857,positive
259,Pemerintah melakukan penyesuaian harga BBM demi wujudkan penggunaan subsidi yang tepat sasaran . . ðMaluku Utara - Ternate #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/EKW2ynORiZ,"the government made adjustments to the price of fuel oil in order to realize the use of subsidies that are right on target in North Maluku, Ternate","government made adjustment price fuel oil order realize use subsidy right target North Maluku, Ternate",0.2857142857142857,positive
260,"Ekonom Faisal Basri mengajak masyarakat berpikir cerdas dalam merespon kebijakan penyesuaian harga BBM, Pemerintah telah berupaya menekan Inflansi #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran  Aceh https://t.co/OGABKLE2Ez","Economist Faisal Basri invites the public to think smartly in response to the government's policy of adjusting fuel prices, which has tried to suppress Aceh's inflation","Economist Faisal Basri invite public think smartly response government's policy adjusting fuel prices, tried suppress Aceh's inflation",0.10714285714285714,positive
264,Demi menahan Inflansi penyesuaian harga BBM adalah langkah tepat pemerintah #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran  Aceh https://t.co/tsGNyBoGPx,"In order to contain inflation, adjusting the price of fuel oil is the right step for the Aceh government","In order contain inflation, adjusting price fuel oil right step Aceh government",0.2857142857142857,positive
265,Penyesuaian harga BBM jadi komitmen pemerintah wujudkan penggunaan subsidi yang tepat sasaran . . ðMaluku Utara - Ternate #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/64VllP8Mci,"Adjusting the price of fuel oil is the government's commitment to realizing the use of subsidies that are right on target in North Maluku, Ternate","Adjusting price fuel oil government's commitment realizing use subsidy right target North Maluku, Ternate",0.2857142857142857,positive
270,"Kepulauan Bangka Belitung Kebijakan yang tepat, pemerintah melakukan penyesuaian harga bbm  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/O1cmoLi6uW",Bangka Belitung Islands The right policy for the government is to adjust the price of fuel oil,Bangka Belitung Islands The right policy government adjust price fuel oil,0.2857142857142857,positive
277,"Kepulauan Bangka Belitung Subsidi BBM tidak tepat sasaran, pemerintah melakukan langkah tepat untuk penyaluran subsidi yakni mengalihkan subsidi BBM ke bantuan tepat sasaran  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/iVqgPWeYbE","Bangka Belitung Islands Fuel subsidies are not on target The government is taking the right steps for channeling subsidies, namely diverting fuel subsidies to targeted assistance","Bangka Belitung Islands Fuel subsidy target The government taking right step channeling subsidies, namely diverting fuel subsidy targeted assistance",0.2857142857142857,positive
279,Kami mendukung penuh kebijakan pemerintah tentang kenaikan harga BBM Masyarakat Sulawesi Tengah Mendukung Kebijakan Penyesuain Harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/6kLhcTxkYt,"We fully support the government's policy of increasing the price of fuel, the people of Sulawesi are supporting the policy of adjusting fuel prices","We fully support government's policy increasing price fuel, people Sulawesi supporting policy adjusting fuel price",0.25,positive
288,Kepulauan Bangka Belitung Untuk menekan APBN pemerintah mengambil langkah tepat yakni melakukan penyesuaian harga bbm #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/XfAo3ZPzGv,"the Bangka Belitung Islands to reduce the state budget, the government took the right steps, namely to adjust the price of fuel oil","Bangka Belitung Islands reduce state budget, government took right steps, namely adjust price fuel oil",0.2857142857142857,positive
292,Pemerintah melakukan penyesuaian harga BBM demi wujudkan penggunaan subsidi yang tepat sasaran  Dukung penyesuaian harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran Sumatera Utara https://t.co/R9SxmSlmbG,the government made adjustments to the price of fuel oil in order to realize the use of subsidies that are right on target to support the adjustment of the price of fuel oil in North Sumatra,government made adjustment price fuel oil order realize use subsidy right target support adjustment price fuel oil North Sumatra,0.2857142857142857,positive
337,Gerakan Masyarakat Peduli dan Cinta tanah Air mendukung penuh kebijakan pemerintah tentang kenaikan harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran  Aceh https://t.co/yt9vh30pLI,the community movement that cares and loves the motherland fully supports the government's policy of increasing the price of Aceh's fuel oil,community movement care love motherland fully support government's policy increasing price Aceh's fuel oil,0.5,positive
339,Penyesuaian harga BBM langkah yang tepat diambil pemerintah  Warga Nusa Tenggara Barat mendukung penyesuaian harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/AOKgum5UMj,adjusting the price of fuel oil is the right step taken by the government of West Nusa Tenggara residents to support the adjustment of fuel prices,adjusting price fuel oil right step taken government West Nusa Tenggara resident support adjustment fuel price,0.2857142857142857,positive
343,Terima kasih pemerintahð Kami di Nusa Tenggara Timur sangat terbantu dan sangat bersyukur dengan penyaluran BLT BBM.  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/4x88V6uVSy,"Thank you, our government in East Nusa Tenggara is very helpful and very grateful for the distribution of direct fuel cash assistance","Thank you, government East Nusa Tenggara helpful grateful distribution direct fuel cash assistance",0.1,positive
348,"Subsidi BBM jadi beban APBN, penyesuaian harga BBM langkah tepat dari pemerintah #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran -Jawa Tengah- https://t.co/hMJCTvfHD1","Fuel subsidies are a burden on the State Budget, adjusting fuel prices is the right step from the Central Java government","Fuel subsidy burden State Budget, adjusting fuel price right step Central Java government",0.14285714285714285,positive
349,Subsidi BBM jadi beban APBN penyesuaian harga BBM langkah tepat pemerintah #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran  Kalimantan Timur https://t.co/iWUNfoPLqW,Fuel subsidies are a burden on the state budget. The adjustment in fuel prices is the right step for the East Kalimantan government,Fuel subsidy burden state budget. The adjustment fuel price right step East Kalimantan government,0.2857142857142857,positive
352,penyesuaian harga BBM diambil pemerintah untuk menahan inflasi.  dukung penuh penyesuaian harga BBM  Maluku Utara  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/Y0188fncze,"The government made an adjustment to the price of fuel oil to contain inflation, fully supporting the adjustment to the price of fuel oil in North Maluku","The government made adjustment price fuel oil contain inflation, fully supporting adjustment price fuel oil North Maluku",0.25,positive
355,Nusa Tenggara Timur Subsidi BBM Jadi Beban APBN Penyesuaian Harga BBM Langkah Tepat Pemerintah . #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/ex1QcgRt7Z,"East Nusa Tenggara, fuel subsidies are a burden on the state budget, adjusting fuel prices is the right step for the government","East Nusa Tenggara, fuel subsidy burden state budget, adjusting fuel price right step government",0.2857142857142857,positive
356,penyesuaian Harga BBM langkah tepat pemerintah.  Maluku Utara  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/zFQZYyuKDq,Adjusting the price of fuel oil is the right step for the North Maluku government,Adjusting price fuel oil right step North Maluku government,0.2857142857142857,positive
364,Sangat mendukung kebijakan pemerintah dalam penyesuaian harga BBM  Daerah Istimewa Yogyakarta Harga BBM Yogyakarta #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/kaiv7f7xz6,very supportive of the government's policy of adjusting the price of fuel for the special region of Yogyakarta,supportive government's policy adjusting price fuel special region Yogyakarta,0.4285714285714286,positive
365,Untuk menahan inflasi pemerintah ambil langkah yang tepat yaitu penyesuaian harga BBM. Aceh. #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/ScqcPruNFS,"To contain inflation, the government took the right steps, namely adjusting the Aceh fuel price","To contain inflation, government took right steps, namely adjusting Aceh fuel price",0.2857142857142857,positive
368,"Harga BBM saat ini masih wajar kawan !! Jangan ragu pada pemerintah dalam adanya penyesuain Harga BBM dalam kebijakannya. apa yang dilakukan pemerintah hanya untuk Rakyat, termasuk rakyat Kalimantan Utara #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/XDB9X580lC","the current price of fuel oil is still reasonable friends, don't doubt the government in adjusting the price of fuel oil in its policies, what the government is doing is only for the people, including the people of North Kalimantan","current price fuel oil still reasonable friends, doubt government adjusting price fuel oil policies, government people, including people North Kalimantan",0.1,positive
373,"subsidi BBM jadi beban APBN, penyesuaian harga BBM langkah tepat pemerintah. aceh. #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/3yqPk5D3Di",Fuel subsidies are a burden on the state budget. Adjusting fuel prices is the right step for the Aceh government,Fuel subsidy burden state budget. Adjusting fuel price right step Aceh government,0.2857142857142857,positive
375,"#DulurKotaBlitar, Pemerintah Kota Blitar kembali menyalurkan Rastrada Tahap III di awal Oktober 2022. Penyaluran Rastrada tahap III ini dilakukan lebih awal dari jadwal biasanya. Hal ini dimaksudkan untuk membantu meringankan beban sehari-hari masyarakat imbas kenaikan harga BBM. https://t.co/L4RknA88qd","the blitar city government returned to distribute phase iii rastrada in early october the distribution of phase iii rastrada was carried out earlier than the usual schedule, this was intended to help ease the daily burden on the people affected by rising fuel prices","blitar city government returned distribute phase iii rastrada early october distribution phase iii rastrada carried earlier usual schedule, intended help ease daily burden people affected rising fuel price",-0.0375,negative
382,Pemerintah telah menyalurkan BLT BBM ke seluruh daerah di indonesia #HargaBahanPokok #BahanPokokStabil #StockBahanPokok #BBMTerkendali https://t.co/POxgEjpArH,The government has distributed direct fuel oil cash assistance to all regions in Indonesia,The government distributed direct fuel oil cash assistance region Indonesia,0.1,positive
390,Subsidi BBM Jadi Beban APBN Penyesuaian Harga BBM Langkah Tepat Pemerintah  Masyarakat Sulawesi Tengah Mendukung Kebijakan Penyesuain Harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/HhsKD2s5dg,"fuel subsidies are a burden on the state budget, adjusting fuel prices is the right step, the government of the people of Sulawesi is supporting the policy of adjusting fuel prices","fuel subsidy burden state budget, adjusting fuel price right step, government people Sulawesi supporting policy adjusting fuel price",0.26785714285714285,positive
391,Pemerintah mengalihkan sebagian subsidi bbm untuk bantuan yang lebih tepat sasaran. Mantap! #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran Banten https://t.co/vJCMWBK9lm,the government diverted some of the fuel subsidies to aid that is more targeted at Steady Banten,government diverted fuel subsidy aid targeted Steady Banten,0.16666666666666666,positive
392,Penyesuaian harga BBM diambil pemerintah untuk menahan inflasi Mantap! #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran Banten https://t.co/s6BotCR1qY,The government made adjustments to fuel prices to keep inflation steady in Banten,The government made adjustment fuel price keep inflation steady Banten,0.16666666666666666,positive
393,Sudah tepat Harga BBM subsidi perlu penyesuaian. Kebijakan Pemerintah Sudah Tepat Mantap! #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran Banten https://t.co/xescgXkpGK,"the price of subsidized fuel oil is right, it needs adjustments to government policies, it's right, it's steady, Banten","price subsidized fuel oil right, need adjustment government policies, right, steady, Banten",0.24603174603174602,positive
394,Pengambilan keputusan oleh pemerintah dalam penyesuaian subsidi BBM itu tepat Mantap! #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran Banten https://t.co/2b8w5WdsFW,"the decision making by the government in adjusting the fuel subsidy is right, steady, Banten","decision making government adjusting fuel subsidy right, steady, Banten",0.22619047619047616,positive
395,Kepulauan Bangka Belitung  Pemerintah beehasil menyalurkan BLT BBM #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/Tb0QWpJN74,"the Bangka Belitung Islands, the government has succeeded in distributing direct fuel oil cash assistance","Bangka Belitung Islands, government succeeded distributing direct fuel oil cash assistance",0.1,positive
411,Gerakan masyarakat peduli dan cinta tanah air dukung pemerintah dalam penyesuaian harga BBM  Jambi  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/ptjyDFBHeW,the community movement that cares and loves the motherland supports the government in adjusting the price of fuel oil in Jambi,community movement care love motherland support government adjusting price fuel oil Jambi,0.5,positive
421,Subsidi BBM Jadi Beban APBN Penyesuaian Harga BBM Langkah Tepat Pemerintah.  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/5Ot5fkIlwz,"Fuel subsidies are a burden on the state budget, adjusting fuel prices is the right step for the government","Fuel subsidy burden state budget, adjusting fuel price right step government",0.2857142857142857,positive
426,"SUbsidi BBM Jadi Beban APBN, penyesuaian harga BBM langkah tepat pemerintah #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran Info Papua https://t.co/eNoW4HOijB","Fuel subsidies are a burden on the state budget, adjusting fuel prices is the right step for the Papuan government to inform","Fuel subsidy burden state budget, adjusting fuel price right step Papuan government inform",0.2857142857142857,positive
438,Penyesuaian BBM adalah langkah matang Pemerintah untuk menyelamatkan keuangan negara.   Kepulauan Bangka Belitung  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/lNu1OtzfXw,Adjusting fuel oil is a mature step for the government to save the finances of the Bangka Belitung Archipelago,Adjusting fuel oil mature step government save finance Bangka Belitung Archipelago,0.1,positive
444,Penyesuaian harga BBM langkah tepat pemerintah   Jambi dukung penyesuaian harga BBM   #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/u9drXVsw7U,adjustment of fuel prices is the right step for the government of Jambi to support the adjustment of fuel prices,adjustment fuel price right step government Jambi support adjustment fuel price,0.2857142857142857,positive
472,BLT adalah salah satu kompensasi penyesuaian harga BBM Sulawesi Tengah mendukung kebijakan pemerintah #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/gcG7VBjw7e,direct cash assistance is one of the compensation for adjusting the price of Sulawesi's fuel oil while supporting government policies,direct cash assistance one compensation adjusting price Sulawesi's fuel oil supporting government policy,0.175,positive
473,Terima kasih pemerintah atas BLT BBM yang sudah diberikan kepada masyarakat #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan Jawa Barat https://t.co/8AkzV8KQQh,thank the government for the direct fuel oil cash assistance that has been given to the people of West Java,thank government direct fuel oil cash assistance given people West Java,0.1,positive
474,Bhabinkamtibmas bersama Kepala Desa Pattojo menyapa warga Binaan dengan menyampaikan beberapa pesan Kamtibmas didalamnya termasuk giat Preemtif yakni menyampaikan alasan pemerintah menaikkan harga BBM bersubsidi dan berharap agar tdk ada keluarga yang ikut dalam aksi demonstrasi https://t.co/jBvkfwKcWr,"bhabinkamtibmas together with the head of the village of Pattojo greeted the assisted residents by conveying several messages of security and public order including being active, namely conveying the government's reasons for increasing the price of subsidized fuel oil and hoping that no family would take part in demonstrations","bhabinkamtibmas together head village Pattojo greeted assisted resident conveying several message security public order including active, namely conveying government's reason increasing price subsidized fuel oil hoping family would take part demonstration",-0.044444444444444446,negative
475,"Presiden Jokowi sebut penyaluran BLT BBM capai 96,6% Sulawesi Tengah mendukung kebijakan pemerintah #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/iONM64afgA",President Jokowi said that the distribution of direct cash assistance from fuel oil reached Sulawesi while supporting government policies,President Jokowi said distribution direct cash assistance fuel oil reached Sulawesi supporting government policy,0.175,positive
476,BLT atasi kesulitan masyarakat hadapi penyesuaian harga BBM  Sulawesi Tengah mendukung kebijakan pemerintah #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/Uslnfu55s7,"direct cash assistance to overcome the difficulties faced by the community in adjusting the price of fuel oil, Sulawesi is supporting government policies","direct cash assistance overcome difficulty faced community adjusting price fuel oil, Sulawesi supporting government policy",0.175,positive
477,Jumlah warga Merauke penerima BLT BBM sebanyak 17.739 KPM  Sulawesi Tengah mendukung kebijakan pemerintah #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/0vTolxaGFg,the number of Merauke residents receiving direct cash assistance from fuel oil is as much as KPM Sulawesi is supporting government policies,number Merauke resident receiving direct cash assistance fuel oil much KPM Sulawesi supporting government policy,0.18333333333333335,positive
478,BLT BBM tahap 2 dicairkan bulan November 2022  Sulawesi Tengah mendukung kebijakan pemerintah #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/uJvdfXOe6V,fuel oil direct cash assistance disbursed in november sulawesi is supporting government policy,fuel oil direct cash assistance disbursed november sulawesi supporting government policy,0.175,positive
479,BLT BBM tahap 2 cair mulai November Sulawesi Tengah mendukung kebijakan pemerintah #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/KbJ1a4mmYD,direct cash assistance liquid stage fuel oil starting november Sulawesi is supporting government policies,direct cash assistance liquid stage fuel oil starting november Sulawesi supporting government policy,0.11666666666666665,positive
480,Penyaluran BLT BBM telah alami perbaikan signifikan  Sulawesi Tengah mendukung kebijakan pemerintah #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/GaPh2KWzf8,"the distribution of fuel oil direct cash assistance has experienced significant improvement, Sulawesi is currently supporting government policies","distribution fuel oil direct cash assistance experienced significant improvement, Sulawesi currently supporting government policy",0.38125,positive
481,BLT adalah satu kompensasi penyesuaian harga BBM Sulawesi Tengah mendukung kebijakan pemerintah #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/kCd0eCxb63,direct cash assistance is a compensation for adjusting the price of Sulawesi's fuel oil while supporting government policies,direct cash assistance compensation adjusting price Sulawesi's fuel oil supporting government policy,0.175,positive
482,Penyesuaian harga BBM langka tepat pemerintah  Sulawesi Tengah #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/cSZpHAJlJc,the adjustment of the price of scarce fuel oil is right for the government of central sulawesi,adjustment price scarce fuel oil right government central sulawesi,0.14285714285714285,positive
484,Penyesuaian BBM adalah langkah tepat yang diambil Pemerintah untuk menyelamatkan uang negara  Kepulauan Bangka Belitung  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/dOe71QMuZY,Adjusting fuel oil is the right step taken by the government to save money for the Bangka Belitung Archipelago,Adjusting fuel oil right step taken government save money Bangka Belitung Archipelago,0.2857142857142857,positive
489,Langka yang tepat Pemerintah dalam penyesuaian harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran Sulawesi Utara https://t.co/xGgyJSAndA,the government's rare right in adjusting the price of North Sulawesi fuel oil,government's rare right adjusting price North Sulawesi fuel oil,0.2928571428571428,positive
492,"Terima kasih pemerintah BLT BBM untuk kesejahteraan masyarakat, Ojol hingga petani #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan  Jawa Barat https://t.co/CU0e5xqPeL",thank you government for direct cash assistance from fuel oil for the welfare of the Ojol community to West Java farmers,thank government direct cash assistance fuel oil welfare Ojol community West Java farmer,0.1,positive
493,Penyesuaian Harga BBM Langkah Tepat Yang diambil Pemerintah.   Nusa Tenggara Timur #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/kcTbNXslv0,the adjustment of fuel prices was the right step taken by the East Nusa Tenggara government,adjustment fuel price right step taken East Nusa Tenggara government,0.2857142857142857,positive
495,Penyesuaian harga BBM langkah tepat yang diambil pemerintah untuk menahan inflasi   Gorontalo #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/JzPa9GA4cx,the adjustment of fuel prices is the right step taken by the government to contain Gorontalo's inflation,adjustment fuel price right step taken government contain Gorontalo's inflation,0.2857142857142857,positive
497,"Penyesuaian harga BBM diambil pemerintah untuk menahan inflasi, sudah tepat!  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran   Aceh https://t.co/N4NLZjxujl",the adjustment to the price of fuel oil taken by the government to contain inflation is appropriate in aceh,adjustment price fuel oil taken government contain inflation appropriate aceh,0.5,positive
498,Penyesuaian BBM merupakan cara Pemerintah menjaga kekuatan APBN yang digunakan untuk menjalankan program bantuan kepada masyarakat kurang mampu.   Kepulauan Bangka Belitung  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/LSDGr9Ionv,adjusting fuel oil is the government's way of maintaining the strength of the state budget which is used to run assistance programs for the less fortunate in the Bangka Belitung Islands,adjusting fuel oil government's way maintaining strength state budget used run assistance program le fortunate Bangka Belitung Islands,0.4,positive
499,Subsidi BBM jadi beban APBN penyesuaian harga BBM langkah tepat pemerintah #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran  Jawa Barat https://t.co/FfG9MKlGTu,"Fuel subsidies are a burden on the State Budget, adjusting fuel prices is the right step for the West Java government","Fuel subsidy burden State Budget, adjusting fuel price right step West Java government",0.2857142857142857,positive
501,Penyesuaian harga BBM oleh pemerintah sudah tepat dilakukan #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran  Jawa Barat https://t.co/dTPh07dKDe,the adjustment of fuel prices by the government is appropriate for west java,adjustment fuel price government appropriate west java,0.5,positive
511,Masyarakat puas dan apresiasi dengan kebijakan pemerintah dalam mmberikan BLT BBM yang dinilai sudah tepat #HargaBahanPokok #BahanPokokStabil #StockBahanPokok #BBMTerkendali https://t.co/ck1LLc5xPb,the community is satisfied and appreciative of the government's policy of providing direct fuel oil cash assistance which is considered appropriate,community satisfied appreciative government's policy providing direct fuel oil cash assistance considered appropriate,0.42500000000000004,positive
513,Layanan / aduan bantuan pemerintah di Jawa Tengah @ganjarpranowo   Lur... ð¢ð¢ Monggo dilaporkan jika ada penyimpangan bantuan pemerintah akibat kenaikan BBM ð https://t.co/MqNwWK5Xyv,"Complaint service for government assistance in Central Java, please report if there are irregularities in government assistance due to the increase in fuel oil","Complaint service government assistance Central Java, please report irregularity government assistance due increase fuel oil",-0.14166666666666666,negative
514,Selengkapnya silahkan klik tautan ini https://t.co/rArSTFA3c4  Ijin tag @hnurwahid @tifsembiring @lediahanifa @MardaniAliSera @salimsegaf @FPKSDPRRI @PKSejahtera https://t.co/WNOpzsRZSF,in full please click this link permission tag,full please click link permission tag,0.35,positive
