Unnamed: 0,tweet_text
519,the government increases the quota for pertalite fuel oil and subsidized diesel fuel
520,"the government diverted fuel subsidies for more targeted assistance, this is the government's commitment that the use of subsidies, which are people's money, must be on target, subsidies must benefit the less fortunate"
521,"The crisis seems to be increasingly threatening the global economic order, including Indonesia. The government's move to divert fuel subsidies for social assistance is very well targeted, thereby maintaining people's purchasing power and the economy can continue to run normally."
522,Recipients of direct fuel oil cash assistance are happy PT Pos delivers assistance to homes PT Pos Indonesia received a mandate from the government to distribute direct cash assistance in lieu of fuel blt fuel subsidies to KPM beneficiary families throughout Indonesia
523,"PT Pos Indonesia received a mandate from the government to distribute fuel oil cash assistance to KPM beneficiary families throughout Indonesia PT Pos Indonesia distributed it in three ways, namely through counters at the post office through the community and sending officers to kpm's homes"
524,"Recipients of direct fuel oil cash assistance are happy PT Pos delivers assistance to homes PT Pos Indonesia received a mandate from the government to distribute thank God direct fuel oil cash assistance was sent to homes so there was no need to stand in line other than that it received just Rp. 000,000 not deducted at all"
525,the government increases the quota for pertalite fuel oil and subsidized diesel fuel
526,the price of basic commodities has now increased quite significantly because of the rise in fuel oil but the government says Indonesia's inflation is the third lowest in Asia
527,the government increased the quota for pertalite fuel oil and subsidized diesel fuel
528,"Member of Commission VII DPR Mulyanto, it's time for the government to reduce subsidized fuel prices"
529,the government increases the quota for pertalite fuel oil and subsidized diesel fuel
530,the government increases the quota for pertalite fuel oil and subsidized diesel fuel
531,"The government has increased quotas for subsidized fuel oil, pertote and prayer fuel types"
532,"The difference with Indonesia is that the Australian government has not regulated the price of fuel oil since last year, the Australian government only regulates how much fuel oil tax must be paid to the government."
533,The government has increased the quota for subsidized petrol and diesel fuel
534,"the government finally increased the pertalite and subsidized diesel quotas because if they were not added, the subsidized fuel oil quota would not run out until the end of the year"
535,the government increases the quota for pertalite fuel oil and subsidized diesel fuel
536,the government increases the quota for pertalite fuel oil and subsidized diesel fuel
537,the government increases the quota for pertalite fuel oil and subsidized diesel fuel
538,the government made adjustments to the price of fuel oil to contain inflation
539,the government increases the quota for pertalite fuel oil and subsidized diesel fuel
540,the government increases the quota for pertalite fuel oil and subsidized diesel fuel
541,the government increases the quota for pertalite fuel oil and subsidized diesel fuel
542,the government increases the quota for pertalite fuel oil and subsidized diesel fuel
543,the government has increased the quota for subsidized fuel oil types of prrtalite and diesel fuel
544,the government continues to accelerate the distribution of direct fuel oil cash assistance to the community. This social assistance aims to ease the economic burden and maintain the purchasing power of vulnerable poor households as a result of rising fuel prices khepo gk
545,should the government often raise the price of fuel oil
546,the government has increased the quota for pertalite fuel oil and subsidized diesel which has been in effect since October to meet people's needs until the end of the year
547,the government increases the quota for pertalite fuel oil and subsidized diesel fuel
548,the government officially increased the quota for subsidized fuel oil pertalite and diesel types
549,the government has added quotas for pertalite fuel oil and subsidized diesel
550,the government increased the quota for pertalite fuel oil and subsidized diesel fuel
551,the government has increased the quota for pertalite fuel oil and subsidized diesel fuel to meet the soaring public demand until the end of the year
552,the government has increased the quota for pertalite fuel oil and subsidized diesel which has been in effect since October to meet the needs of the community until the end of the year
553,the government is reportedly ready to increase the quota for pertalire type fuel oil and subsidized diesel fuel to meet people's needs by the end of this year
554,the government increases the quota for pertalite fuel oil and subsidized diesel fuel
555,the government increases the quota for subsidized pertalite and diesel fuel the government increases the quota for subsidized pertalite and diesel fuel which has been in effect since October to meet people's needs until the end of the year
556,the government has added a quota of pertalite type fuel oil and subsidized solur
557,so the government has increased the quota for pertalite and subsidized diesel fuel
558,the government increases the quota for subsidized pertalite and prayer fuel types
559,the government has increased the quota for pertalite fuel oil and subsidized diesel which has been in effect since October to meet people's needs until the end of the year
560,the increase in people's purchasing power for consumption of fuel oil has prompted the government to increase the quota of fuel oil
561,the government increases the quota for pertalite fuel oil and subsidized diesel fuel
562,the government increases the quota for pertalite type fuel oil and subsidized diesel so that this type of fuel oil is no longer scarce
563,"currently the government will begin to increase the quota for subsidized pertalite and solan type fuel oil by as much as one million kiloliters, while subsidized diesel fuel will be added as much as another million kiloliters"
564,the government increased the quota for pertalite fuel oil and subsidized diesel fuel
565,this time the government will increase the quota for pertalite type fuel oil and also subsidized diesel
566,the government will increase the quota for pertalite fuel oil and subsidized diesel fuel
567,the government increases the quota for pertalite fuel oil and subsidized diesel fuel
568,the government has increased the quota for subsidized pertalite and diesel fuel to meet people's needs by the end of the year
569,"the government provides additional fuel quotas, namely pertalite and diesel subsidies"
570,"the government has increased the quota for pertalite fuel oil and subsidized diesel, hopefully this will help"
571,the government increases the quota for pertalite fuel oil and subsidized diesel so that Indonesia will prosper
572,the government has increased the quota for subsidized pertalite and diesel fuel
573,the government increases the quota for pertalite fuel oil and subsidized diesel fuel
574,the government increases the quota for pertalite fuel oil and subsidized diesel fuel
575,"the government has increased the quota for pertalite fuel oil and subsidized diesel, so that it can meet the needs of the community"
576,"skincare & makeup, Central Java, Klaten, Central Java, safe packing, free gift, free shipping, affordable prices, link to the Malang KDRT shop, nct morning, sambo, the horror of the door, government panpel apparatus, fuel oil, football, national football team, sugar, no rizky baim prank"
577,My wild idea is that all of this is a trick by the authorities to sacrifice the lives of our brothers and sisters in Malang to close all government cases from sambo to the bastard BBM
578,the exchange rate and fuel oil are controlled by the government so that the passing can be ascertained
579,"the price of obligatory subsidized fuel oil has fallen, the price of Indonesian crude oil, the price of Indonesian crude oil, has fallen far below the figure assumed in the state budget for the year, so that no one will say that the people are subsidizing the government"
580,Banten Regional Police Chief Inspector General Pol Prof. Dr. Rudy Heriyanto together with PJU Banten Regional Police follow Vicon led by the Deputy Chief of Police regarding the government's plan to transfer fuel subsidies in the Vicon room on Tuesday
581,steadily moving forward the government in adjusting the price of fuel oil in the special region of Yogyakarta the price of fuel oil in Yogyakarta
582,the government guarantees that fuel subsidies will be late for Central Kalimantan
583,"Yesterday as of October, private fuel operators such as Shell Vivo BP and Pertamina have reduced their fuel prices in unison. Therefore, the government should lower the price of subsidized fuel oil now, in full."
584,how does the government maintain people's purchasing power so that rising fuel prices don't put pressure on their economy follow the discussion in a moment only on kompastv streaming
585,"Thank you, the government has provided direct cash assistance, fuel oil, direct cash assistance, helping Lampung residents"
586,the government will provide assistance to the community as compensation regarding the impact of the increase in fuel for this reason the government will provide direct assistance in cash to people who cannot afford this assistance is wage subsidies for workers etc.
587,It seems like the government can't do it if it doesn't make its citizens suzaaah the price of fuel oil goes up residents move to take public transportation eh now the Transjakarta regulations are complicated to be the same as the KRL
588,"the government will provide socialization regarding the use of subsidized fuel oil, how this socialization will be carried out and how to ensure fuel oil subsidies are right on target, follow the discussion tonight at 11:00 a.m. on KompasTV streaming"
589,"let's be wise to take advantage of direct cash assistance from the Jambi government, support direct cash assistance from fuel oil"
590,Merauke residents feel greatly helped by the direct cash assistance from fuel oil from the Jambi government
591,let's be wise to use direct fuel oil cash assistance from the Jambi government
592,"to increase people's purchasing power, the government diverted fuel subsidies into social assistance funds in this way, the distribution of subsidies would be more targeted because they were directly received by vulnerable groups of the poor"
593,steadyp youth ppua support the bali government's policy to support the adjustment of fuel subsidies
594,the government increases the quota for subsidized fuel oil of the pertalite and diesel types starting in october
595,the government made adjustments to the price of fuel oil to contain inflation
596,support the government's policy in adjusting the price of fuel oil
597,how does the government maintain people's purchasing power so that rising fuel prices don't put pressure on their economy follow the discussion tonight at 09.00 WIB only on kompastv streaming
598,the government plans to limit the consumption of pertalite type fuel oil
599,fuel oil direct cash assistance is one of the government's efforts to make fuel subsidies right on target
600,Bengkulu residents support direct fuel cash assistance. Let's be wise to use direct cash assistance from the government
601,the government has carefully studied the price adjustments for Jambi fuel oil
602,"direct oil fuel cash assistance has been launched by the government, congratulations to those who receive it, hopefully it will be useful, especially in the special area of ​​yogyakarta, yogyakarta fuel oil direct cash assistance"
603,the government accelerates the distribution of direct fuel oil cash assistance to people in the special region of Yogyakarta direct fuel oil cash assistance yogyakarta
604,the government continues to accelerate the distribution of fuel oil cash assistance to the community. This social assistance aims to ease the economic burden and maintain the purchasing power of vulnerable poor households as a result of rising fuel prices
605,"direct oil fuel cash assistance has been launched by the government, congratulations to those who receive it, hopefully it will be useful, especially in the special area of ​​yogyakarta, yogyakarta fuel oil direct cash assistance"
606,the government accelerates the distribution of direct fuel oil cash assistance to people in the special region of Yogyakarta direct fuel oil cash assistance yogyakarta
607,the government accelerates the distribution of direct fuel oil cash assistance
608,The transfer of fuel subsidies is the last option taken by the special regional government of Yogyakarta
609,The transfer of fuel subsidies is the last option taken by the special regional government of Yogyakarta
610,the government made adjustments to the price of fuel oil to contain inflation
611,adjustments to the price of fuel oil were made so that the subsidies provided by the government were more targeted to the less affluent Jambi
612,Ari supports the policy of adjusting fuel prices by the Jambi government
613,the government has carefully studied the price adjustments for Jambi fuel oil
614,"direct fuel oil cash assistance is effective in protecting people's purchasing power, the government is taking the right steps"
615,"direct fuel oil cash assistance is effective in protecting people's purchasing power, the government is taking the right steps"
616,"direct fuel oil cash assistance is effective in protecting people's purchasing power, the government is taking the right steps"
617,"direct fuel oil cash assistance is effective in protecting people's purchasing power, the government is taking the right steps"
618,"Puan Struggle ensures that the policy of increasing fuel prices is always evaluated, especially the impact on the quality of people's welfare. The Republic of Indonesia supports the government to divert the fuel subsidy budget in the form of social assistance"
619,"direct fuel oil cash assistance is effective in protecting people's purchasing power, the government is taking the right steps"
620,The Republic of Indonesia DPR encourages the government to immediately revise Presidential Decree No. related to making regulations for the distribution of subsidized fuel oil so that it is right on target for the best Pertamina.
621,wisely take advantage of special regional government subsidies yogyakarta the price of fuel oil in yogyakarta
622,the people of Lampung welcomed the adjustment in fuel prices accompanied by consumption controls from the government
623,the people of Lampung welcomed the adjustment in fuel prices accompanied by consumption controls from the government
624,the people of Lampung welcomed the adjustment in fuel prices accompanied by consumption controls from the government
625,the people of Lampung welcomed the adjustment in fuel prices accompanied by consumption controls from the government
626,the people of Lampung welcomed the adjustment in fuel prices accompanied by consumption controls from the government
627,the Jokowi government accelerates the distribution of direct fuel oil cash assistance to the people of West Sumatra
628,Adjusting fuel oil is the right step taken by the government so that subsidies are right on target to support Lampung
629,the adjustment of fuel oil by the government is correct so that subsidies are right on target to support Lampung
630,let's be wise to use direct cash assistance from the government direct cash assistance is one of the compensation for adjusting the price of fuel oil in West Sumatra
631,the government's policy is correct in adjusting the price of fuel oil in Banten
632,let's be wise to use direct cash assistance from the government direct cash assistance is one of the compensation for adjusting the price of fuel oil in West Sumatra
633,let's be wise to use direct cash assistance from the government direct cash assistance is one of the compensation for adjusting the price of fuel oil in West Sumatra
634,"Not only BLT, the government also provides BSU for workers with certain criteria, Yogyakarta Special Region, direct cash assistance, Yogyakarta fuel oil"
635,let's be wise to use direct cash assistance from the government direct cash assistance is one of the compensation for adjusting the price of fuel oil in West Sumatra
636,let's be wise to use direct cash assistance from the government direct cash assistance is one of the compensation for adjusting the price of fuel oil in West Sumatra
637,let's be wise to use direct cash assistance from the government direct cash assistance is one of the compensation for adjusting the price of fuel oil in West Sumatra
638,let's be wise to use direct cash assistance from the government direct cash assistance is one of the compensation for adjusting the price of fuel oil in West Sumatra
639,the Jokowi government accelerates the distribution of direct fuel oil cash assistance to the people of West Sumatra
640,support the government's policy in adjusting the price of fuel oil
641,the Jokowi government accelerates the distribution of direct fuel oil cash assistance to the people of West Sumatra
642,let's be wise to use direct cash assistance from the government direct cash assistance is one of the compensation for adjusting the price of fuel oil in West Sumatra
643,the government has distributed direct fuel cash assistance to make good use of Gorontalo
644,the government was able to maintain the economy amid adjustments to the price of fuel oil in West Sumatra
645,support the government to adjust the price of fuel oil in West Sumatra
646,The community appreciates the government's steps regarding adjusting the price of fuel oil so that it is right on target for Central Kalimantan
647,support the government to adjust the price of fuel oil in West Sumatra
648,the government was able to maintain the economy amid adjustments to the price of fuel oil in West Sumatra
649,"remember that direct fuel oil cash assistance is government compensation for the community, so use the benefits of direct cash assistance as best you can"
650,support the government to adjust the price of fuel oil in West Sumatra
651,the government was able to maintain the economy amid adjustments to the price of fuel oil in West Sumatra
652,support the government's policy in adjusting the price of fuel oil
653,the government distributes direct cash assistance to fuel oil in South Sumatra
654,Bangka Belitung Islands direct fuel oil cash assistance is one form of government concern in adjusting fuel prices
655,"subsidies were not on target, so the government adopted a policy to adjust fuel prices and divert subsidies to various sectors in Central Java"
656,the distribution of direct fuel oil cash assistance is carried out so that the subsidies transferred by the government are more appropriate for the targets of East Nusa Tenggara
657,"The Bangka Belitung Islands are extraordinary, the government has re-issued phased fuel oil cash assistance"
658,The government's step in diverting fuel subsidies is right in West Kalimantan
659,the government made adjustments to the price of fuel oil to contain inflation
660,"The government has spent a lot of money on fuel subsidies, it's time for subsidies to other sectors in West Kalimantan"
661,name arung cahyo ramadhan arez group what do you think when you see this meme this meme explains the government's decision to increase the price of fuel
662,The move by the Indonesian government to divert subsidies on fuel oil is appropriate for West Kalimantan
663,the Jokowi government accelerates the distribution of direct fuel oil cash assistance to the people of Papua
664,fuel oil cash direct assistance as a form of government attention to small communities greetings from aceh
665,let's take advantage of direct fuel oil cash assistance from the government of Gorontalo wisely
666,"the government is working on revising the fuel subsidy regulations so that they are right on target and of course they must contain technical rules, Pertamina is indeed the best"
667,"the government will provide socialization regarding the use of subsidized fuel oil, how this socialization will be carried out and how to ensure fuel oil subsidies are right on target, follow the discussion tonight at 11:00 a.m. on KompasTV streaming"
668,distribution of fuel oil cash direct assistance as evidence of the government protecting vulnerable communities amid adjustments to Banten's fuel prices
669,Is direct cash assistance from fuel oil right on target? Let's look at the government's policy of diverting the fuel subsidy budget into social assistance for poor people. This social assistance is expected to maintain people's purchasing power.
670,The government is revising regulations regarding the distribution of subsidized fuel oil which is expected to bring about significant changes to the distribution of subsidized fuel oil which is problematic & rare in some regions.
671,"he said subsidized fuel oil is used for people who are less well off, the fact is that there are still many rich people who use private cars and big motorbikes to buy subsidized fuel oil, it is very unfortunate if this continues to happen without any firmness from the government"
672,observers of the underprivileged communities of North Sumatra have encouraged the government to socialize direct fuel oil cash assistance
673,"Calm down, bro, eeehhhh the government is googling, revising the Perpres on fuel subsidy rules so that fuel subsidy recipients are right on target, ok?"
674,The government's policy of diverting the fuel subsidy budget into social assistance for the poor is appropriate. Social assistance is expected to maintain people's purchasing power
675,news aceh the government really pays attention to the small community in the midst of adjusting fuel subsidies
676,"support the revision of the presidential regulation so that subsidized fuel oil is right on target. In addition, BPH Oil and Gas also increases supervision over the distribution of subsidized fuel oil by strengthening regional governments and the best Pertamina law enforcers and extraordinary Pertamina services."
677,This direct fuel oil cash assistance is the best solution from the Banten government
678,update aceh the government really pays attention to low-income communities in the midst of adjusting fuel subsidies
679,support the government channeling fuel oil direct cash assistance funds
680,a form of government concern for the community in providing direct cash assistance for Banten fuel oil
681,a form of government concern for the community in providing direct cash assistance for Banten fuel oil
682,a form of government concern for the community in providing direct cash assistance for Banten fuel oil
683,"Berita Aceh, the people will definitely support the government's policy in adjusting the price of fuel oil"
684,Aceh News The government has thought carefully about adjusting the price of fuel oil
685,thank you government for providing direct fuel oil cash assistance to the community
686,Demonstrations protesting government policies in dealing with rising prices and fuel
687,support the government to continue evaluating plans to adjust fuel prices so that the economy improves for subsidies that are right on target for North Sumatra
688,update aceh the people will definitely support the government's policy in adjusting the price of fuel oil
689,the government has accelerated the distribution of direct fuel oil cash assistance to the people of North Sumatra
690,"support the government diverting fuel subsidies to realize the principle of justice, don't let the subsidies for the common people benefit the rich, the government's policy is right, North Sumatra"
691,update aceh the government has thought carefully about adjusting the price of fuel oil
692,support the government to continue evaluating plans to adjust fuel prices so that the economy improves for subsidies that are right on target for North Sumatra
693,the government has accelerated the distribution of direct fuel oil cash assistance to the people of North Sumatra
694,always support the government's policy to adjust the price of fuel oil in South Sumatra
695,the government guarantees the quality and availability of fuel oil to meet the needs of the community.
696,"direct cash assistance for fuel oil is one of the compensation for adjusting the price of fuel oil from the government, thank you Mr. Jokowi, North Maluku, Ternate"
697,"the price of pertalite fuel oil will fall, the government said"
698,"the government officially increased the quota for pertalite fuel oil and subsidized diesel to meet people's needs until the end of the year, the pertalite quota was added by a million kiloliters, while the subsidized diesel quota was added by kiloliters"
699,BPH Oil and Gas said the government decided to increase the quota for subsidized Pertalite and diesel fuel to meet people's needs.
700,North Kalimantan residents fully support the government's policy of adjusting the price of fuel oil to divert it to more useful sectors
701,North Kalimantan residents fully support the government's policy of adjusting the price of fuel oil to divert it to more useful sectors
702,North Kalimantan residents fully support the government's policy of adjusting the price of fuel oil to divert it to more useful sectors
703,North Kalimantan residents fully support the government's policy of adjusting the price of fuel oil to divert it to more useful sectors
704,North Kalimantan residents fully support the government's policy of adjusting the price of fuel oil to divert it to more useful sectors
705,North Kalimantan residents fully support the government's policy of adjusting the price of fuel oil to divert it to more useful sectors
706,"Laws in Indonesia are like sewing needles, blunt up and down, as well as rising fuel oil, which is so difficult, forgetting about gasoline, that government assistance can't be evenly distributed, it only makes people jealous."
707,how does the government maintain people's purchasing power so that rising fuel prices don't put pressure on their economy follow the discussion tonight at 09.00 WIB only on kompastv streaming
708,"direct fuel oil cash assistance is one of the compensation for adjusting the price of fuel oil from the government, thank you Pak Jokowi, Central Java"
709,the government made adjustments to the price of fuel oil to contain inflation in Jambi
710,the government ensures that the discussion on revising the presidential regulation number year to limit pertalite buyers will continue even though there has been an additional quota for the distribution of subsidized fuel oil
711,"to increase people's purchasing power, the government diverted fuel subsidies into social assistance funds for social assistance"
712,direct fuel oil cash assistance is the government's commitment to lighten the burden on the underprivileged people of the Bangka Belitung Islands
713,"let's be wise to take advantage of direct cash assistance from the government, the people of Indonesia, support social assistance, direct fuel oil cash assistance because it is right on target, West Sumatra"
714,it is important for the government to change the pattern of receiving fuel subsidies in order to avoid groups of people who can afford to enjoy fuel subsidies following the recognition of some members of the public
715,the distribution of direct fuel oil cash assistance is proof that the government is very concerned about the welfare of the community to support the distribution of direct cash assistance in North Sumatra
716,"thank God, finally the government has distributed direct fuel oil cash assistance to all regions in Indonesia, support the distribution of direct cash assistance, North Sumatra"
717,"thank God, finally the government has distributed direct fuel oil cash assistance to all regions in Indonesia, support the distribution of direct cash assistance, North Sumatra"
718,direct fuel oil cash assistance is the government's solution to helping low-income communities affected by the adjustment in East Nusa Tenggara's fuel prices
719,the distribution of direct fuel cash assistance is the government's commitment to realize the use of subsidies that are right on target to support the distribution of direct cash assistance in North Sumatra
720,adjusting the price of fuel oil is the government's effort so that subsidies are more targeted for the less fortunate people.
721,the distribution of direct fuel cash assistance is the government's commitment to realize the use of subsidies that are right on target to support the distribution of direct cash assistance in North Sumatra
722,the government ensures that the distribution of direct fuel oil cash assistance is right on target to support the distribution of direct cash assistance in North Sumatra
723,the government's policy of channeling direct fuel oil cash assistance has greatly helped the community's economy to support the distribution of direct cash assistance in North Sumatra
724,"the consumption of fuel oil has soared, this issuer has even been splashed with profits as a result of the government increasing the quota by let"
725,"From the explanation, we should have understood that the government's policy in setting new fuel prices was based on the interests of the people of North Maluku, Ternate"
726,direct fuel oil cash assistance is the government's way so that the less fortunate can still meet the daily needs of the Bangka Belitung Islands
727,immediately disburse direct fuel oil cash assistance at this stage proof of the government's commitment to taking care of me buying the less fortunate people of the Bangka Belitung Islands
728,"be wise to take advantage of direct cash assistance from the special regional government of Yogyakarta, direct cash assistance from Yogyakarta fuel oil"
729,"Come on, be wise, take advantage of direct cash assistance from the government, the people of Indonesia, support social assistance, direct fuel oil cash assistance because it is right on target, West Sumatra"
730,"alhamdulillah, direct cash assistance, fuel subsidies from the government, will soon be heard by the people of North Sumatra"
731,"alhamdulillah, direct cash assistance, fuel subsidies from the government, will soon be heard by the people of North Sumatra"
732,"alhamdulillah, direct cash assistance, fuel subsidies from the government, will soon be heard by the people of North Sumatra"
733,"alhamdulillah, direct cash assistance, fuel subsidies from the government, will soon be heard by the people of North Sumatra"
734,the fuel oil direct cash assistance program from the government has greatly eased the economic burden on the people of Banten
735,"alhamdulillah, direct cash assistance, fuel subsidies from the government, will soon be heard by the people of North Sumatra"
736,"Fuel subsidies are intended for people who need them, so far, fuel subsidies have been enjoyed by the upper class, East Nusa Tenggara residents who support this government policy."
737,Indonesian people strongly support the government's policy of adjusting fuel prices for North Sumatra
738,"Residents of East Nusa Tenggara, come on, let's support the adjustment of fuel prices so that the subsidized fuel funds distributed by the government are more targeted and more beneficial to society"
739,"alhamdulillah, direct cash assistance, fuel subsidies from the government, will soon be heard by the people of North Sumatra"
740,Indonesian people strongly support the government's policy of adjusting fuel prices for North Sumatra
741,adjustment of fuel prices so that the government protects the people from world oil price fluctuations Indonesian people support the adjustment of fuel prices in West Sumatra
742,"the right decision, the government policy is right to adjust the price of subsidized fuel oil, all for the sake of distributing subsidies that are right on target, the chatter of North Sumatran residents"
743,adjustment of fuel prices so that the government protects the people from world oil price fluctuations Indonesian people support the adjustment of fuel prices in West Sumatra
744,adjustment of fuel prices so that the government protects the people from world oil price fluctuations Indonesian people support the adjustment of fuel prices in West Sumatra
745,The government has made policies with careful consideration to support the adjustment of fuel prices for North Sumatra
746,adjustment of fuel prices so that the government protects the people from world oil price fluctuations Indonesian people support the adjustment of fuel prices in West Sumatra
747,adjustment of fuel prices so that the government protects the people from world oil price fluctuations Indonesian people support the adjustment of fuel prices in West Sumatra
748,"The government has discussed the adjustment in the price of fuel oil with expert economists, so that the adjustment in the price of fuel oil is a momentum for the revival of the North Sumatran nation's economy to support the adjustment in fuel prices"
749,adjustment of fuel prices so that the government protects the people from world oil price fluctuations Indonesian people support the adjustment of fuel prices in West Sumatra
750,adjustment of fuel prices so that the government protects the people from world oil price fluctuations Indonesian people support the adjustment of fuel prices in West Sumatra
751,adjustment of fuel prices so that the government protects the people from world oil price fluctuations Indonesian people support the adjustment of fuel prices in West Sumatra
752,adjustment of fuel prices so that the government protects the people from world oil price fluctuations Indonesian people support the adjustment of fuel prices in West Sumatra
753,The adjustment in the price of fuel oil is the government's commitment to realize the use of subsidies that are right on target to support the adjustment in the price of fuel oil in North Sumatra
754,adjustment of fuel prices so that the government protects the people from world oil price fluctuations Indonesian people support the adjustment of fuel prices in West Sumatra
755,East Nusa Tenggara is very happy for the government to adjust the price of fuel oil so that the people will be more prosperous
756,adjustment of fuel prices so that the government protects the people from world oil price fluctuations Indonesian people support the adjustment of fuel prices in West Sumatra
757,adjustment of fuel prices so that the government protects the people from world oil price fluctuations Indonesian people support the adjustment of fuel prices in West Sumatra
758,adjustment of fuel prices so that the government protects the people from world oil price fluctuations Indonesian people support the adjustment of fuel prices in West Sumatra
759,Indonesian people strongly support the government's policy of adjusting fuel prices for North Sumatra
760,adjustment of fuel prices so that the government protects the people from world oil price fluctuations Indonesian people support the adjustment of fuel prices in West Sumatra
761,"The government has discussed the adjustment in the price of fuel oil with expert economists, so that the adjustment in the price of fuel oil is a momentum for the revival of the North Sumatran nation's economy to support the adjustment in fuel prices"
762,The government has made policies with careful consideration to support the adjustment of fuel prices for North Sumatra
763,"From the explanation, we should have understood that the government's policy in setting new fuel prices was based on the interests of the people"
764,"All Papuan youths support the government's cool fuel price adjustment, Banten's right policy"
765,"In anticipation of the global crisis, the government of Great Banten has made adjustments to fuel prices"
766,Member of Commission VII DPR RI Mulyanto urges the government to lower subsidized fuel oil prices due to falling world crude oil prices
767,aceh fully supports government policies and gives the highest appreciation in diverting fuel subsidies
768,"President Joko Widodo has not signed the revision of Presidential Decree Number Year regarding distribution provision and retail selling price of fuel oil, even though the government has officially raised the price of fuel oil since last month."
769,"We, citizens of North Sumatra, fully support the government's policy of diverting the fuel subsidy budget to social assistance, all for the welfare of the Indonesian people"
770,The adjustment of fuel oil has been planned very carefully by the government so that the people will feel the positive impact of the Bangka Belitung Islands
771,"the right decision, the government policy is right to adjust the price of subsidized fuel oil, all for the sake of distributing subsidies that are right on target, the chatter of North Sumatran residents"
772,"the right decision, the government policy is right to adjust the price of subsidized fuel oil, all for the sake of distributing subsidies that are right on target, the chatter of North Sumatran residents"
773,"the right decision, the government policy is right to adjust the price of subsidized fuel oil, all for the sake of distributing subsidies that are right on target, the chatter of North Sumatran residents"
774,"the right decision, the government policy is right to adjust the price of subsidized fuel oil, all for the sake of distributing subsidies that are right on target, the chatter of North Sumatran residents"
775,"the decision to adjust the price of fuel oil is right, the Indonesian people must be smart. The efforts made by the government are to provide equal distribution of subsidies for all Indonesian people, the people of North Sumatra chattered"
776,"the decision to adjust the price of fuel oil is right, the Indonesian people must be smart. The efforts made by the government are to provide equal distribution of subsidies for all Indonesian people, the people of North Sumatra chattered"
777,"the decision to adjust the price of fuel oil is right, the Indonesian people must be smart. The efforts made by the government are to provide equal distribution of subsidies for all Indonesian people, the people of North Sumatra chattered"
778,"the decision to adjust the price of fuel oil is right, the Indonesian people must be smart. The efforts made by the government are to provide equal distribution of subsidies for all Indonesian people, the people of North Sumatra chattered"
779,"We, citizens of North Sumatra, fully support the government's policy of diverting the fuel subsidy budget to social assistance, all for the welfare of the Indonesian people"
780,"for all students in North Sumatra, just be sure to fully support the government's policy of adjusting fuel prices, we must also support it, of course, don't want to be provoked"
781,"the right decision, the government policy is right to adjust the price of subsidized fuel oil, all for the sake of distributing subsidies that are right on target, the chatter of North Sumatran residents"
782,"the decision to adjust the price of fuel oil is right, the Indonesian people must be smart. The efforts made by the government are to provide equal distribution of subsidies for all Indonesian people, the people of North Sumatra chattered"
783,All citizens of North Sumatra fully support the government's policy of diverting the fuel subsidy budget to social assistance because the transfer of subsidies has a major impact on the Indonesian economy
784,"We, citizens of North Sumatra, fully support the government's policy of diverting the fuel subsidy budget to social assistance, all for the welfare of the Indonesian people"
785,"let's be wise, the benefits of direct cash assistance from the government direct cash assistance is one of the compensation for adjusting the price of fuel oil in East Kalimantan"
786,"the right decision, the government policy is right to adjust the price of subsidized fuel oil, all for the sake of distributing subsidies that are right on target, the chatter of North Sumatran residents"
787,aceh fully supports government policies and gives the highest appreciation in diverting fuel subsidies
788,"East Nusa Tenggara, direct fuel oil cash assistance from the government really helps ease the burden on the community and there are many other benefits"
789,"the decision to adjust the price of fuel oil is right, the Indonesian people must be smart. The efforts made by the government are to provide equal distribution of subsidies for all Indonesian people, the people of North Sumatra chattered"
790,The government has made adjustments to fuel oil so that the rich can limit the use of subsidies for the less fortunate in the Bangka Belitung Islands
791,"the price of fuel oil is still reasonable, friends, don't doubt the government in adjusting the price of fuel oil in its policy, what the government is doing is only for the people to believe in it, sis"
792,"it is clear that the adjustment of fuel prices must have been carefully thought out and it is impossible for the government to issue policies arbitrarily, therefore, friends, let's be more aware, we must support the government"
793,"the government's policy of adjusting the price of fuel oil in order to overcome the global crisis in Indonesia, the people of East Nusa Tenggara fully support"
794,"decision-making by the government will not be happy, there must be the involvement of economists and of course this adjustment of fuel prices is for the benefit of the Indonesian people so that they will be more prosperous"
795,"the people of the city of Medan, North Sumatra, agree with the government's policy of adjusting the price of fuel oil"
796,the government's policy of channeling direct fuel oil cash assistance has greatly helped the community's economy to support the distribution of direct cash assistance in North Sumatra
797,the government ensures that the distribution of direct fuel oil cash assistance is right on target to support the distribution of direct cash assistance in North Sumatra
798,"Come on, be wise, direct cash assistance from the BLT government is one of the compensations for adjusting the price of fuel oil in East Kalimantan"
799,"we should support the government in adjusting the price of fuel oil, don't hesitate comrades, the government already knows what is best for the people and for the welfare of society"
800,the distribution of direct fuel cash assistance is the government's commitment to realize the use of subsidies that are right on target to support the distribution of direct cash assistance in North Sumatra
801,direct cash assistance liquid fuel oil for the middle to lower class people in Riau supports government policies
802,"thank God, finally the government has distributed direct fuel oil cash assistance to all regions in Indonesia, support the distribution of direct cash assistance, North Sumatra"
803,"thanks to the social assistance program, the grassroots can now enjoy subsidized fuel oil in Riau to support government policies"
804,the distribution of direct fuel oil cash assistance is proof that the government is very concerned about the welfare of the community to support the distribution of direct cash assistance in North Sumatra
