,Unnamed: 0,tweet_text,text,polarity,sentimen
811,811,Kebijakan pemerintah untuk pembangunan bangsa. Masyarakat sumatera utara mendukun penyesuaian harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/NaLMQc7Fot,wise orders to build the nation of the people of North Sumatra dukun according to fuel prices,0.7,positif
812,812,"Angka inflasi tahunan 5,95 persen berada jauh dari target inflasi pemerintah dan Bank Indonesia pada tahun ini sebesar 2-4 persen.  #KoranTempo  https://t.co/b59Vckkix7",The year's percent inflation rate is far from the commanding inflation target and Bank Indonesia this year is a large percent,0.15714285714285714,positif
813,813,pakar ekonomi pun mendukung penyesuaian harga BBM  Riau mendukung kebijakan pemerintah  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/AUIzOXFAOB,"Economists also support according to Riau's fuel prices, support wise orders",0.7,positif
816,816,BBM subsidi dialihkan untuk program yang paling bermanfaat langsung untuk rakyat  Riau mendukung kebijakan pemerintah  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/5ZOYiTiqfR,fuel subsidy transfer for programs that have the most direct benefits for the people of riau support wise orders,0.4333333333333333,positif
818,818,"[KANGKUNG : KENDARAAN RAMAH LINGKUNGAN]  Halo, Keluarga Mahasiswa UPNVJ!Ã°ÂÂÂÃ°ÂÂÂ»  Siapa disini yang belum tau dampak dari emisi kendaraan bertenaga fosil?  Naiknya BBM hingga emisi kendaraan bertenaga fosil membuat Pemerintah hingga Masyarakat mulai melirik kendaraan bertenaga listrik. https://t.co/fS2utcH4Vb","kangkung is an environmentally friendly vehicle, hello UPNVJ student family, who here doesn't know the impact of fossil-powered vehicle emissions, increased fuel consumption, and fossil-powered vehicle emissions, made an order so that people start looking at electric-powered vehicles",0.375,positif
822,822,Dukung kenaikan BBM untuk Indonesia lebih baik  Riau mendukung kebijakan pemerintah  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/FAtBv6uzUo,support fuel for better indonesia riau support wise command,0.6,positif
824,824,penyesuaian harga BBM didasari oleh kalkulasi matang   Riau mendukung kebijakan pemerintah  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/asboi1sO30,according to basic fuel prices by careful calculations riau support wise orders,0.19999999999999998,positif
836,836,Ayo bijak manfaatkan BLT BBM dari Pemerintah Sulawesi Tengah #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/IzVVwJJNH1,let's be wise about the benefits of blt bbm from the Central Sulawesi command,0.35,positif
864,864,Penyesuaian harga BBM merupakan komitmen pemerintah wujudkan penggunaan subsidi yang tepat sasaran  Dukung penyesuaian harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran Sumatera Utara https://t.co/FJMfxMPQNM,"According to the price of fuel, the commitment of the order is manifest for subsidies that are right on target, support according to the price of fuel for North Sumatra",0.2857142857142857,positif
866,866,Kebijakan pemerintah melakukan penyesuaian harga BBM sangat tepat.   Dukung penyesuaian harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran Sumatera Utara https://t.co/8XRSwYgsZB,"wise the command behaves according to the price of fuel, it is very precise, it supports according to the price of fuel for North Sumatra",0.61,positif
877,877,Pemerintah membuat kebijakan sudah dengan pertimbangan yang matang.   Dukung penyesuaian harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran Sumatera Utara https://t.co/IQMxcZbQWL,the order to be wise has been carefully weighed and supported according to fuel prices for North Sumatra,0.3,positif
878,878,Masyarakat Indonesia sangat mendukung kebijakan pemerintah melakukan penyesuaian harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran Sumatera Utara https://t.co/vQ8IjYTd2u,the Indonesian people are very supportive of the wise command to act according to fuel prices in North Sumatra,0.675,positif
879,879,Kebijakan Pemerintah dalam menyesuaikan harga BBM khususnya BBM jenis Pertalite dan Solar Subsidi. Pemerintah telah berupaya sekuat tenaga untuk melindungi rakyat dari gejolak harga minyak dunia. https://t.co/YddWBjzS5S,wise order in accordance with the price of special fuel pertalite type fuel and solar subsidy orders have made a strong effort to protect the people from world oil price fluctuations,0.49682539682539684,positif
881,881,"Pemerintah berikan bantuan bagi masyarakat sebagai kompensasi dampak kenaikan bbm. Nah untuk penyaluran/distribusinya, melalui berbagai bentuk, ada bantuan langsung tunai untuk masy tidak mampu, bantuan subsidi upah bagi buruh, dan lain sebagainya.   #JatengGayeng https://t.co/26VMTv5bQh",orders fish to help the community as compensation for the impact of rising fuel well for distribution channels then as a form there is direct cash assistance for people who can't afford to help wage subsidies for workers and so on,0.1,positif
889,889,Campaign Pengamanan Kebijakan Pemerintah Dalam Rangka Pengawasan dan Pengendalian BBM BersubsidiTA 2015 https://t.co/Edy4gYiMgS,campaign safe wise orders in order to watch out for and control subsidized fuel,0.6,positif
890,890,Penyesuaian BBM bukti komitmen pemerintah untuk melindungi masyarakat kurang mampu dengan memberikan bansos.   Kepulauan Bangka Belitung  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/ukRtblnvRS,"According to BBM, evidence of an order's commitment to protect the underprivileged by providing social assistance to the island of Bangka Belitung",0.03333333333333333,positif
891,891,https://t.co/m2IWQDWgMS Bantuan sosial ini bertujuan untuk meringankan beban ekonomi dan menjaga daya beli rumah tangga miskin/rentan sebagai dampak naiknya harga BBM.  Jokowi Gas Pol Pemulihan Ekonomi https://t.co/LrolxpiNUi,"This social assistance is aimed at lightening the economic burden and maintaining the purchasing power of poor, vulnerable households, as the impact of rising fuel prices, Jokowi's gas, Pol, recovers the economy",-0.16666666666666669,negatif
892,892,Penyesuaian BBM adalah solusi untuk membantu lebih masyarakat kurang mampu melalui bantuan yang diberikan pemerintah.   Kepulauan Bangka Belitung  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/SVT9PxOo0X,according to fuel is a solution to help more disadvantaged people then help those who command the island of Bangka Belitung,0.5,positif
893,893,Yg penting pemerintah menjelaskan strateginya jangan main pakai BBM lagi https://t.co/jI9sS4vJDA,"the important thing is the clear command strategy, don't play using BBM anymore",0.25,positif
896,896,Sri Mulyani : Pemerintah Mengalihkan Sebagian Subsidi BBM Untuk Bantuan Yang Lebih Tepat Sasaran.  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/2kEyqfaaOx,Sri Mulyani orders to transfer fuel subsidies to more targeted assistance,0.5,positif
897,897,PEMERINTAH MEMBERIKAN BANSOS GUNA MENDUKUNG DAYA BELI MASYARAKAT DAN SEBAGAI BENTUK PENGALIHAN SUBSIDI BBM. https://t.co/Y0DovKS2SJ,orders to provide social assistance to support people's purchasing power and as a form of transferring fuel subsidies,0.03333333333333333,positif
900,900,Pemerintah Tambah Kuota BBM Bersubsidi   Selengkapnya klik tautan berikut ini. #jakarta #pemerintah #kuotabbm #bbm   https://t.co/rQRE1wxEod,"the order to add a complete subsidized fuel quota, click this following link",0.05,positif
902,902,"Ã¢ÂÂPenambahan kuota berlaku sejak 1 Oktober 2022. Walau telah ada penambahan kuota, hal ini tetap harus disosialisasikan dan digencarkan penggunaan BBM Subsidi Tepat Sasaran,Ã¢ÂÂ ujarnya. - https://t.co/ZUdOBTvp3i","the increase in the quota has been in effect since October, even though there has been an increase in the quota, this still needs to be socialized and intensively using fuel subsidies right on target, he said",0.2857142857142857,positif
903,903,Pemerintah telah menambah kuota bahan bakar minyak (BBM) bersubsidi jenis Pertalite dan Solar pada awal Oktober 2022.  #SegeraTangkapLukas Naruto Wakanda Forever Ajeng Bank Mandiri Ade Armando Siang Angkatan Darat Di Hati Rakyat https://t.co/29rKDTdZ7j,the order has increased the quota of subsidized fuel oil pertalite and diesel fuel in early October naruto wakanda forever ajeng bank Mandiri ade armando noon army troops in the hearts of the people,0.1,positif
904,904,"Bhabinkamtibmas Kel.Pondok Cabe Udik Aipda Dadang melaksanakan edukasi Program pemerintah Bantalan sosial kepada para pengemudi PO Bus Kramat Djati terkait dispensasi pengurangan subsidi harga subsidi BBM, situasi aman kondusif. Selasa (4/10) https://t.co/0C443xvnI8",bhabinkamtibmas kel pondok Cabe udik aipda dadang as an education program for social cushion orders to drivers of po kramat djati buses related to dispensation of less subsidized fuel subsidy prices safe situation conducive tuesday,0.09166666666666667,positif
905,905,"Kepulauan Bangka Belitung Kami bangga dengan pemerintah yang melakukan penyesuaian harga BBM, penyesuaian harga BBM sudah tepat #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/Kov3DGO0UZ","Bangka Belitung Island, we are proud of orders that are sold according to the price of fuel according to the price of fuel is correct",0.8,positif
909,909,Apresiasi usaha keras pemerintah salurkan BLT BBM secara cepat Dan akurat. #OptimalkanPembangunanRI https://t.co/hmHAjfvMEE,Appreciation for the hard work of the command to distribute blt bbm in a fast and accurate way,0.1027777777777778,positif
910,910,Kebijakan pemerintah dalam mengurus penyesuian harga BBM sudah tepat sasaran. https://t.co/FBRACRik1V,wise the order in managing the adjustment of fuel prices is right on target,0.4928571428571428,positif
912,912,Penyesuaian harga BBM ini adalah langkah yang diambil pemerintah sebagai keadilan bagi rakyat miskin #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/znzVU8e0If,according to the price of fuel this is a step that takes the order to be fair to the poor,0.14999999999999997,positif
929,929,Apa saja langkah yang dilakukan pemerintah dan Pertamina dalam mengatur subsidi BBM agar tepat sasaran?   Ikuti pembahasannya dalam #BTalkKompasTV malam ini pkl 22.00 WIB hanya di KompasTV   Streaming: https://t.co/rUTSoY8ekA https://t.co/26wu1vJmBw,What are the steps taken by the command and Pertamina in regulating fuel subsidies so that they are right on target to be discussed tonight at WIB only on KompasTV streaming,0.14285714285714285,positif
931,931,Penuhi Kebutuhan Masyarakat Pemerintah Tambah Kuota BBM Subsidi https://t.co/QqUBVfLGHh #sariagri #pertanian,"it's full, people need an order to increase the subsidized fuel quota",0.35,positif
932,932,Tepat sebulan yang lalu pemerintah melakukan penyesuaian harga bahan bakar minyak (BBM) bersubsidi. Kebijakan pemerintah ini ternyara mengerek laju inflasi.   Baca selengkapnya https://t.co/EhtGmITBZK  #sariagri #agridaily #bbm https://t.co/NW3bdqhIrG,Exactly a month ago the order was put into action according to the price of fuel oil subsidized wisely,0.3499999999999999,positif
933,933,"Tren Harga Minyak Mentah Dunia Menyusut, PKS Desak Pemerintah Turunkan Harga BBM Bersubsidi  | Ekonomi https://t.co/r7bhqGLZd0",The trend of declining world crude oil prices PKS has urged orders to reduce fuel prices for economic subsidies,-0.24999999999999997,negatif
934,934,"Inilah daftar harga BBM terbaru di SPBU Pertamina, Shell, dan Vivo per 1 Oktober 2022. Pemerintah kembali melakukan penyesuaianya harga BBM pada 1 Oktober 2022.   https://t.co/c9EfEfverQ via @serambinews",This is a list of new fuel prices at Pertamina Shell and Vivo gas stations as of October.,0.13636363636363635,positif
938,938,Pemerintah terus mempercepat penyaluran bantuan langsung tunai (BLT) bahan bakar minyak (BBM) kepada masyarakat. Bantuan sosial ini bertujuan untuk meringankan beban ekonomi dan menjaga daya beli rumah tangga miskin/rentan sebagai dampak naiknya harga BBM. https://t.co/yBJ0usRXkY,orders continue to quickly distribute direct cash assistance blt fuel oil to the community This social assistance aims to lighten the economic burden and maintain the purchasing power of poor households vulnerable to the impact of rising fuel prices,-0.03888888888888888,negatif
943,943,Pemerintah Mengalihkan Subsidi BBM Untuk Bantuan Yang Lebih Tepat Sasaran  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/ojjdZ1J6IW,order to transfer fuel subsidies for more targeted assistance,0.5,positif
944,944,Nama: Sabilaa Rusyda Kelompok: 03 - Aryabhata Mahasiswa menilai kebijakan pemerintah untuk menaikkan harga BBM sangatlah merugikan masyarakat di tengah ekonomi yang sedang tumbuh dari dampak Covid-19.  #GALATEA2022 #LKMMPraTD #HimakomUPNVJT https://t.co/tSWaVuKWFE,the name sabilaa rusyda aryabhata group of students wise value the order to increase fuel prices is a huge loss for the community in the midst of a growing economy from the impact of covid,0.55,positif
946,946,Penambahan kuota BBM bersubsidi jenis Pertalite dan Solar bertujuan untuk menutup potensi kelangkaan BBM akibat lonjakan konsumsi hingga akhir tahun. https://t.co/15aFBapEtn,increase the subsidized fuel quota for pertalite and diesel fuel to cover the potential for scarce fuel due to soaring consumption until the end of the year,-0.0625,negatif
947,947,Pemerintah telah menambah kuota bahan bakar minyak (BBM) bersubsidi jenis Pertalite dan Solar pada awal Oktober 2022.  Naruto Black Panther Angkatan Darat Di Hati Rakyat Nasdem Ajeng #SuperM FANDOM HUG Ade Armando https://t.co/nldIzsOwCU,the order has increased the quota for subsidized fuel oil pertalite and diesel fuel in early October naruto black panther takes the ground in the hearts of the people nasdem ajeng fandom hug ade armando,-0.033333333333333326,negatif
948,948,Pemerintah bakal menambah kuota Bahan Bakar Minyak (BBM) subsidi jenis Pertalite dan Solar untuk memenuhi kebutuhan masyarakat hingga akhir tahun.   https://t.co/3oYWKkYWCu,the order will increase the quota for subsidized fuel oil of the Pertalite and diesel types to meet the full needs of the people until the end of the year,0.35,positif
950,950,"Kabar baru! Kuota pertalite ditambah sebanyak 6,86 juta KL dan solar subsidi ditambah sebanyak 2,73 juta KL yang berlaku sejak 1 Oktober 2022. #Pertalite   https://t.co/FM2kVh9HJf",the news is that the pertalite quota has added many million KL and the subsidized solar has added many million KL which has been in demand since October,0.5,positif
951,951,"Adanya Potensi Konsumsi BBM Meningkat, Pemerintah Tambah Kuota Pertalite dan Solar.  #1004DayWithJeonghan Indonesia lazlive hujan voucher ralvi FIFA FANDOM HUG Tulus Utamakan Rakyat Angkatan Darat Di Hati Rakyat https://t.co/cnUceRKBjz",there is a potential for fuel consumption level orders to add pertalite and solar quotas Indonesia lazlive it rains ralvi vouchers fifa fandom big sincere main people go to the ground in the hearts of the people,0.16666666666666666,positif
955,955,"Rakyat butuh Pertalite dan Solar yg turun bukan bahan bakar mahal yg diturunkan, pinter banget pemerintah! Nggak tahu malu!!!Ã°ÂÂ¤Â https://t.co/yBaK8FZ6D2","the people need pertalite and diesel fuel that goes down, not expensive fuel that goes down, really smart shameless orders",0.038293650793650776,positif
956,956,"Jika kalian mempunyai keluhan, aduan maupun informasi penyimpangan bantuan Pemerintah akibat kenaikan BBM di Jawa Tengah,  Hubungi hotline : Untuk aduan BLT : 085158668448 Untuk aduan BSU : 089652933444 informasi BBM : 135  Ayoo kita kawal bersama penyalurannya agar tepat sasaran https://t.co/tSuTo2yazx","if you have complaints about fighting or information about interchanges helping orders due to riding fuel in Central Java, contact the hotline for blt fighting for bsu bsu information on fuel, come on, let's escort each other so that we are right on target",0.008928571428571425,positif
957,957,"Saya heran dgn para perangkat desa yg tega memotong santunan BLT BBM, kasian masyarakatnya rata2 hanya 450 yg diterima semoga ini bisa terendus oleh pemerintah dan saya berharap segera di usut ...","I am surprised by village officials who have the heart to cut politely, but can give fuel to the common people, only those who receive it, I hope this can be sensed by the order and I hope it will be investigated soon",-0.06666666666666667,negatif
963,963,"rakyat terus mencatat bahwa pemerintah lebih senang rakyatnya pada susah ketimbang rakyat hidup tenang dan nyaman dibidang ekonomi, BBM naik rakyat sengsara ,seolah urus negara benar sendiri ,terima kasih Ust Dr Mulyanto  @pakmul63 terus perjuangkan nasib rakyat https://t.co/fNR38eOpPI","the people continue to note that orders prefer the people to be in trouble rather than the people to live in peace and comfort in the economy, fuel is rising, the people are miserable, managing the country is right on their own, thank you ust, Dr. Mulyanto, continue to fight for the fate of the people",-0.03558441558441561,negatif
964,964,"Dalam menghadapi efek krisis global, Pemerintah menjamin inflasi akan dapat terkendali di kisaran 5%. Hal ini karena sejumlah program bantuan sosial guna menjaga daya beli saat kenaikan harga BBM, efektif menekan lonjakan inflasi.   #JokowiPresidenku  #JokowiHebat https://t.co/rq8QaEmL3W","In the face of the effects of the global crisis, the order guarantees that inflation will be controlled at around this rate because the number of social assistance programs to maintain purchasing power when fuel prices increase effectively suppresses inflation spikes",0.2111111111111111,positif
968,968,"Penyesuaian harga BBM merupakan upaya pemerintah untuk mengoptimalkan manfaat APBN bagi masyarakat yang lebih membutuhkan, serta melindungi masyarakat miskin dan rentan dari dampak kenaikan harga pangan dan energi. Dengan adanya BLT BBM masyarakat miskin terlindungi dari krisis. https://t.co/UpqOWWtCdk",in accordance with the price of fuel in such an order effort to optimize the benefits of the state budget for people who need it more and protect the poor and vulnerable from the impact of rising food and energy prices with BLT fuel poor people protect from crises,-0.16,negatif
969,969,PT POS Indonesia Distribusikan BLT BBM Hingga Ke Pelosok Tanah Air   Presiden Joko Widodo menegaskan bahwa pemerintah akan terus mendorong penyaluran bantuan langsung tunai (BLT) bahan bakar minyak (BBM) kepada masyarakat penerima manfaat di seluruh Indonesia. https://t.co/zURoqxwIMD,PT Pos Indonesia distributes blt fuel to remote corners of the country President Joko Widodo is firm that the order will continue to encourage direct cash assistance channels for blt fuel oil to the public to receive benefits throughout Indonesia,-0.05000000000000001,negatif
972,972,"Harga BBM Di Kabupaten Lembata yang di jual di pinggir jalan dengan takaran 1 liter namun ukuran tidak sampai 1 liter dengan harga 20.000-25.000. mati sudah, kalau Pemerintah Daerah tidak secepatnya ambil tindakan..","the price of fuel in Lembata district which is sold on the side of the road is measured in liters, but the measure is not up to a liter with a fixed price if the regional order does not quickly take action",0.011111111111111118,positif
974,974,"Dimana mana kalok pejabat bersenang2 saat BBM dan sembako mahal, rakyat pastinya nyalahin pemerintah Ã¢ÂÂ¦. https://t.co/XRDNPuwfPz","everywhere, if you are happy, when fuel and groceries are expensive, the people will defy orders",0.15000000000000002,positif
975,975,"BAHAYA ...DISAAT RAKYAT DISIBUKKAN KENAIKAN BBM DAN SAMBO.....DIAM2 JOKOWI BUAT KEPRES PEMULIHAN PKI !!!  Pemerintah dengan alasan HAM berdasarkan KEPPRES No. 17 Tahun 2022 akan :  (1) minta maaf kepada PKI kemudian (2) Hak-hak Komunisme dipulihkan, https://t.co/4LWqOmb1Ul",the danger when the people are busy riding fuel and sambo silent jokowi for the press to recover pki orders based on human rights based on the 2009 presidential decree will apologize to the pki then the rights of communism will be restored,0.03333333333333333,positif
977,977,Penyesuaian harga BBM Langka Pemerintah Hindari Krisis APBN https://t.co/Tm0w7lsLEI,according to the price of rare fuel orders to avoid the state budget crisis,0.3,positif
979,979,"Terimakasih Pemerintah, BSU terbukti meringankan beban pekerja saat harga BBM naik. @tio_richardo @ChusnulCh__ @_Lin_Apr1lia https://t.co/PFTX1OkqGp","Thank you, BSU's order is proof of the light workload when fuel prices are rising, Richard Lin Aprilia",0.4,positif
982,982,Sejumlah pengamat menilai bahwa kebijakan penyaluran bantalan sosial berupa BLT yg belakangan ini digencarkan pemerintah untuk mengatasi dampak penyesuaian harga BBM sudah sangat tepat dilakukan. Setelah resmi melakukan penyesuaian harga BBM. https://t.co/3z0PHJoXzs,"the amount is very valuable that it is wise to distribute the social cushion upa blt which recently has been intensively ordering orders to effect according to fuel prices, it is very appropriate to sell, it has officially sold according to fuel prices",0.31666666666666665,positif
985,985,"Emang sih agak sedikit lebih jauh jaraknya untuk beli bbm ini. Tapi gpp lah demi membantu pemerintah mengurangi subsidi bbm, meskipun mobil tua juga. https://t.co/Gr3wUI5LuV","Really, the distance is a bit farther to buy this fuel, but it's okay for the sake of helping orders less fuel subsidies, even though it's an old car too",0.15833333333333333,positif
986,986,"Pemerintah Provinsi (Pemprov) Lampung menyiapkan anggaran subsidi Rp10,6 miliar bagi masyarakat terdampak kenaikan harga BBM. Subsidi itu telah diajukan dan disahkan dalam APBD Perubahan 2023. #subsidi #apbd #bbm #lampostco  https://t.co/X2FcyVTEPw",the order of the province of Lampung province is ready to budget for subsidies of Rp. billion for the people.,0.2,positif
997,997,Penyaluran subsidi bbm agar tepat sasaran menjadi catatan penting pemerintah untuk mewujudkannya #DukungRevisiPerpres191 https://t.co/k3hkHG1RLy,"distribution of fuel subsidies so that they are right on target, so it is important to note the order to be realized",0.34285714285714286,positif
1000,1000,"Menyusul turunnya harga minyak mentah dunia, Anggota Komisi VII DPR RI dari Fraksi PKS, Mulyanto, mendesak pemerintah menurunkan harga BBM bersubsidi. #bbmsubsidi #minyakdunia https://t.co/fL3KTQ5lyP","Following the decline in world crude oil prices, members of Commission VII DPR RI from the PKS Mulyanto faction pressed for an order to reduce subsidized fuel prices",-0.35,negatif
1002,1002,inilah bukti pemerintah peduli dengan masyarakat !!  BLT BBM memberikan manfaat yang baik   #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/Aieq175Pqp,"this is proof that the order cares about the community, blt bbm gives good benefits",0.7,positif
1019,1019,"Evaluasi penyesuaian harga BBM subsidi dilakukan agar ketahanan APBN 2022 tetap aman. Kebijakan Pemerintah Sudah Tepat ""Sumatera Utara"" #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/3JQA1WOcM3","evaluation according to the price of subsidized fuel so that it can hold the state budget, it remains safe, wise, the order is right, North Sumatra",0.49523809523809526,positif
1026,1026,"Masyarakat Sumatera Utara Dukung Pemerintah menyesuaikan harga BBM. Demi subsidi tepat sasaran ""Sumatera Utara"" #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/mPJTiSgcTB",The people of North Sumatra support orders according to fuel prices for subsidies that are right on target for North Sumatra,0.2857142857142857,positif
1028,1028,Wakil Ketua Komisi VII DPR RI Eddy Soeparno menilai kebijakan pemerintah mengalihkan anggaran subsidi BBM menjadi bansos untuk masyarakat tidak mampu sudah tepat  Dia berharap bansos itu dapat menjaga daya beli masyarakat  Yukkk kita  #DukungRevisiPerpres191 https://t.co/Wm6AqJgBYv,"vice chairman of commission vii DPR ri eddy soeparno value wise the order to transfer fuel subsidies to social assistance for poor people is correct, he hopes that social assistance can maintain people's purchasing power, let's go",0.09166666666666665,positif
1029,1029,Siapa bilang Pertalite boros min??? kalok boros di uang baru percaya  @pertamina sudah menjamin bahwa BBM Pertalite ituhhh tdk berubah dan sdh sesuai aturan pemerintah dan juga dirjen migas   #DukungRevisiPerpres191 https://t.co/WHd3LXLjs2 https://t.co/5FG9o192wv,"who says pertalite is wasteful, bro, if it's wasteful in money, then believe me, you've guaranteed that pertalite fuel hasn't changed and is in accordance with the orders and also the director general of oil and gas",0.05000000000000002,positif
1030,1030,BPS Ingatkan Pemerintah: Dampak Negatif BBM Naik Belum Usai https://t.co/KdD03LPj6B,BPS remembers that the order for the negative impact of the BBM increase is not over,-0.3,negatif
1031,1031,"Ayo segera turunkan.  Tunggu apa lagi? . Tren Harga Minyak Mentah Dunia Menyusut, PKS Desak Pemerintah Turunkan Harga BBM Bersubsidi  | Ekonomi. . https://t.co/gQRnQMHXsp  @FPKSDPRRI @PKSejahtera","let's go down immediately, what are you waiting for, the trend for world crude oil prices to decrease, PKS is pushing for an order to reduce fuel prices for economic subsidies",-0.21851851851851847,negatif
1035,1035,Penyaluran BLT bukti pemerintah melindungi masyarakat Bali yang rentan di tengah penyesuaian harga BBM  Suara Bali  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/FVQxYSgVA3,"channel blt evidence of an order to protect vulnerable people in the middle according to the price of fuel, sound bale",-0.033333333333333326,negatif
1036,1036,"Pemerintah sedang menggodok revisi Perpres 191/2014 tentang Penyediaan, Pendistribusian &amp; Harga Jual eceran BBM yang mengatur pembatasan penerima BBM bersubsidi dan penugasan agar jenis Solar subsidi dan Pertalite lebih tepat sasaran. @pertamina #DukungRevisiPerpres191 https://t.co/9rUIAZM1Vw",the order is currently discussing revisions to the press regarding distribution availability & selling price for retail fuel which regulates the limit for receiving subsidized fuel and assignments so that the types of subsidized solar and pertalite are more precisely targeted,0.3,positif
1038,1038,Pemerintah mengalihkan subsidi BBM untuk bantuan yang lebih tepat sasaran. #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran  ~ Jawa Tengah https://t.co/IsZBtF8IHS,order to transfer fuel subsidies to help more precisely target Central Java,0.3,positif
1041,1041,"baim bakal di polisikan krn ngePRANK polisi,polisi merasa dipermainkan.. TERUS RAKYAT yg di PRANK abis abisan oleh pemerintah gimana? prank lowker,gak taunya buat wna, prank bbm gak naik smpai akhir thun,tau nya naik n bnyak lagi... #pemerintahtukangPRANK",it's good to be in the police for pranking the police the police feel like they're playing around with the people who are being pranked after the order how to do a lowker prank I don't know for the WNA prank the BBM doesn't go up until the end of the year you know it's going up a lot more,0.6,positif
1044,1044,Pemerintah pastikan penyaluran BLT BBM tepat sasaran.   Dukung penyaluran BLT #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan Sumatera Utara https://t.co/7Z79k62ra3,"the exact order for channeling BLT BBM is right on target, supporting the BLT channel for North Sumatra",0.2619047619047619,positif
1045,1045,Akibat rabun jauh mengecam aksi demo anarkis yang menolak keputusan Pemerintah di negeri sendiri menaikan harga BBM dan mendukung aksi anarkis menolak undang-undang wajib pakai jilbab di negeri orang.  #KitaBerduka,as a result of nearsightedness condemning anarchist demonstrations that refuse to break orders in their own country to increase fuel prices and support anarchist actions against the law on the mandatory wearing of the headscarf in other countries,0.2375,positif
1046,1046,Minyak Mentah Merosot Tajam Anggota DPR Saat Tepat Pemerintah Turunkan Harga BBM https://t.co/nODVyMBZg0,Members of DPR fell sharply when crude oil was ordered to cut fuel prices,-0.4125,negatif
1047,1047,Penyaluran BLT bukti pemerintah melindungi masyarakat rentan ditengah penyesuaian Harga BBM. Jambi #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/7GrtZzTDZA,channel blt evidence of an order to protect vulnerable people in the middle according to Jambi fuel prices,-0.25,negatif
1074,1074,"Pemerintah alihkan subsidi BBM, semua demi terciptanya keadilan dan kesejahteraan untuk masyarakat Sumatera Utara. Ayo kita dukung #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/QewBc8FriC","the order to transfer fuel subsidies is all for the sake of fair and prosperous creation for the people of North Sumatra, let's support it",0.7,positif
1075,1075,"Pemerintah perlu melakukan penyesuain harga BBM untuk kesejahteraan masyarakat. Warga Sumut harus ikut mendukung kebijakan tersebut, jangan mau diprovokasi..!! #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/taZk3ayicc","the order needs to be implemented to adjust fuel prices for the welfare of the people, North Sumatra residents must participate in supporting it wisely say don't want to provoke",0.475,positif
1076,1076,"Warga Jambi Turut Mendukung kebijakan pemerintah, Pengalihan subsidi BBM menjadi BLT sangat diapresiasi oleh masyarakat  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/IO8QWH8lx1",Jambi residents also support Wisely the order to transfer fuel subsidies to BLT is highly appreciated by the community,0.44999999999999996,positif
