,tweet,sentimen
1577,"to increase people's purchasing power, the government diverted fuel subsidies into social assistance funds in this way, the distribution of subsidies would be more targeted because they were directly received by vulnerable groups of the poor",negative
1922,"the government must make adjustments to the price of fuel oil in order to contain inflation, which has a much greater cost impact than Papua can support",positive
2614,the government provides direct fuel oil cash assistance to the poor in Banten,negative
581,support the government to continue evaluating plans to adjust fuel prices so that the economy improves for subsidies that are right on target for North Sumatra,positive
459,The government is revising regulations regarding the distribution of subsidized fuel oil which is expected to bring about significant changes to the distribution of subsidized fuel oil which is problematic & rare in some regions.,positive
1068,continue to support government policies related to adjusting fuel prices for the welfare of the small community in Maluku,negative
303,"the distribution of fuel oil direct cash assistance has experienced significant improvement, Sulawesi is currently supporting government policies",positive
132,"the government's policy of diverting fuel subsidies to direct cash assistance has really really helped the economy of the people of West Papua, who have received bltbbm",positive
2238,the wheel of economic rotation will spin even faster because through fuel adjustment subsidies the government provides assistance to the underprivileged and small and medium enterprises of the Bangka Belitung Islands,negative
2640,the government provides direct fuel oil cash assistance to the poor people of Aceh voice,negative
526,"In anticipation of the global crisis, the government of Great Banten has made adjustments to fuel prices",positive
1977,the government is accelerating the distribution of direct fuel oil cash assistance to the people of North Sulawesi,positive
899,"the adjustment in the price of fuel oil is right, the people of West Papua are very supportive of the government",positive
144,"Hooray, the government accelerates the distribution of fuel oil direct cash assistance to help the people of Jambi",positive
937,the government is committed to keeping me from buying less fortunate people through the distribution of direct cash assistance from fuel oil in the Bangka Belitung Islands,positive
1538,"adjustments to fuel prices, the government will provide compensation with the Social Security Agency said Central Java",positive
2856,zulfikar hamonangan increase fuel oil yesterday because the government was late to hope for change,negative
204,the government made adjustments to the price of fuel oil in order to realize the use of subsidies that are right on target to support the adjustment of the price of fuel oil in North Sumatra,positive
41,the Jokowi government accelerates the distribution of direct fuel oil cash assistance to the people of Jambi,positive
2828,zulfikar hamonangan increase fuel oil yesterday because the government was late to hope for change,negative
1867,signaling the government to immediately adjust the price of fuel PMKRI general secretary asked students to strictly guard,positive
1237,"Halloo, North Sumatra residents, we need to know together that so far the price of fuel oil in Indonesia is still much cheaper than other Asean countries, let's support government policies together",positive
2931,"In anticipation of fluctuations in world crude oil prices, the Indonesian government is considered appropriate because it adjusts the price of fuel oil, but to maintain the purchasing power of the people in Bali, direct cash assistance is provided in West Papua",negative
2890,direct fuel oil cash assistance in almost East Nusa Tenggara supports the government's program,positive
1853,Inflation control and community social protection to overcome the impact of rising fuel prices on the economic sector continue to be rolled out by the East Java Provincial Government with a total budget of IDR billion,positive
4,"the government made adjustments to the price of fuel oil through many review processes so as to find common ground where it would not be detrimental to the people and the state, it was taken in the middle",positive
806,support the government's direct fuel oil cash assistance phase one to achieve percent liquidation of the second phase starting november Jambi,positive
1326,BSU is distributed by the government to workers who have also experienced layoffs in order to maintain people's purchasing power as a result of adjustments to fuel subsidies,positive
2315,Adjusting the price of fuel oil is the best way to support the government,positive
2179,the government must make adjustments to the price of fuel oil in order to contain inflation in Sulawesi while supporting the policy,positive
2812,"The government should look at the fate of people like this, not only see the fate of people who tweet complaining that fuel oil is going up, they are told to be patient and save, we can still buy quotas, sir, to complain that it's difficult for them to buy rice",negative
2010,the government accelerated the distribution of direct fuel oil cash assistance to the people of West Sumatra,positive
2552,the government was forced to make adjustments to the price of fuel oil for the common good,positive
1055,the Jokowi government accelerates the distribution of direct fuel oil cash assistance to the people of Aceh,positive
390,My wild idea is that all of this is a trick by the authorities to sacrifice the lives of our brothers and sisters in Malang to close all government cases from sambo to the bastard BBM,positive
2198,the government has accelerated the distribution of direct fuel oil cash assistance to the people of North Sumatra,positive
1276,the people of west papua support the government in accelerating the distribution of direct fuel oil cash assistance to the community,positive
1936,Adjusting the price of fuel oil is the government's effort to make the distribution of subsidies fairer and more targeted.,positive
251,"the current price of fuel oil is still reasonable friends, don't doubt the government in adjusting the price of fuel oil in its policies, what the government is doing is only for the people, including the people of North Kalimantan",positive
2449,the government provides direct fuel oil cash assistance to poor people in Central Java,negative
357,"direct cash assistance to overcome the difficulties faced by the community in adjusting the price of fuel oil, Sulawesi is supporting government policies",positive
1427,The government is able to maintain the economy amid the adjustments in Papua's fuel prices,positive
971,let's support the government to adjust the price of fuel oil for appropriate subsidies for the Bangka Belitung Islands,positive
1811,the government has announced the transfer of subsidies to fuel oil so that the subsidies provided by the government can be more targeted,positive
1794,adjusting the price of fuel oil to fulfill the principle of justice for underprivileged communities and ensuring the economic sustainability of the people of Sulawesi is supporting government policies,positive
1086,the government made adjustments to the price of fuel oil to contain inflation in Sulawesi while supporting the policy of adjusting fuel prices,positive
528,"We, citizens of North Sumatra, fully support the government's policy of diverting the fuel subsidy budget to social assistance, all for the welfare of the Indonesian people",positive
232,"Horass, this is the reason why fuel oil is rising when oil prices are down, the people of North Sumatra must be smart, let's support government policies",positive
610,the government's policy of adjusting the price of fuel oil is very appropriate to support the adjustment of the price of fuel oil in North Sumatra,positive
1410,the government has carefully studied the price adjustments for Jambi fuel oil,negative
831,"direct oil fuel cash assistance has been launched by the government, congratulations to those who receive it, hopefully it will be useful, especially in the special area of ​​yogyakarta, yogyakarta fuel oil direct cash assistance",positive
1544,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments,negative
1403,the government diverted fuel subsidies to make it more targeted,positive
653,"Regarding the government's policy of adjusting the price of subsidized fuel, we just support it. Besides, the government has also distributed direct fuel oil cash assistance, which is definitely right on target, which is sure to help the people of West Papua.",positive
781,the government was able to maintain the economy amidst the price adjustments for fuel oil in Jambi,positive
1417,The government made adjustments to the price of fuel oil to contain inflation. This policy was right on target in West Sumatra,positive
2763,"government policy to divert fuel subsidies to sectors that are more urgent in order to realize the use of subsidies that are on target, support the adjustment of fuel prices in North Sumatra",positive
676,The government will provide compensation to the West Sumatra Social Security Administration for adjustments to the price of fuel oil,positive
1587,"the government ensures that direct fuel oil cash assistance is right on target for the people of Indonesia, support social assistance for direct oil fuel cash assistance because it is right on target West Sumatra",positive
2759,"the decision to adjust the price of fuel oil is right, the people of North Sumatra must be smart, the efforts made by the government are to provide equal distribution of subsidies for all Indonesian people, don't want to be provoked",positive
1798,the government made adjustments to fuel prices to contain inflation in Sulawesi while supporting government policies,positive
1185,the Jokowi government accelerates the distribution of direct fuel oil cash assistance to the people of North Sumatra,positive
758,"the utilization of the state budget must be carried out as well as possible, one of which is to adjust the price of fuel oil by diverting the subsidy budget to social assistance, the people of North Sumatra strongly agree and support government policies",positive
2130,"the government was able to maintain the economy amidst adjustments in the price of fuel oil, said Central Java",positive
1739,the government's fuel price adjustment continues to protect the people from world oil price fluctuations. Sulawesi is supporting government policies,positive
2235,"the government must make adjustments to the price of fuel oil in order to contain inflation, which has a far greater cost impact",positive
2233,support the government's steps in adjusting the price of fuel oil is appropriate and will definitely have a positive impact on the voices of the people of North Sumatra,positive
2662,social assistance is a government solution that knows better how to deal with the impact of adjusting West Papua fuel prices to support adjustments to fuel oil,positive
1242,"Halloo, North Sumatra residents, we need to know together that so far the price of fuel oil in Indonesia is still much cheaper than other Asean countries, let's support government policies together",positive
2564,the government provides direct fuel oil cash assistance to poor citizens of south sulawesi,negative
933,the distribution of direct cash assistance is evidence that the government of President Jokowi is protecting vulnerable communities amid the adjustment of fuel prices in Central Sulawesi,negative
2774,nnpc itself has yet to turn over any money to the federal government this year because most of the costs are subsidized,positive
2119,"support the government to adjust fuel prices for the welfare of the Indonesian people, Jambi's strong Indonesian economy",positive
2265,"the government's policy of adjusting fuel prices has had a positive impact on Indonesia's economic stability, supporting fuel price adjustments in North Sumatra",positive
962,the government diverted some of the fuel subsidies for aid that was more targeted in West Java,positive
636,bhabinkamtibmas kel pondok Cabe udik aipda dadang carry out education on social support government programs for drivers of po kramat djati buses regarding the dispensation of reducing fuel subsidy prices safe conditions conducive tuesday,positive
1098,The government has been aggressively distributing direct fuel cash assistance or direct fuel oil cash assistance to the people of North Sumatra who support it,positive
784,the government was able to maintain the economy amidst the price adjustments for fuel oil in Jambi,positive
522,Indonesian people strongly support the government's policy of adjusting fuel prices for North Sumatra,positive
283,"the Bangka Belitung Islands, the government has succeeded in distributing direct fuel oil cash assistance",positive
1334,the price of fuel oil in Indonesia is still cheap because the government has provided unmitigated subsidies,positive
2680,"thank you government, thank you Pak Jokowi, direct cash assistance from fuel oil really helps the community",positive
1949,the government was able to maintain the economy amidst adjustments in fuel prices,positive
2568,The government cares about the poor by diverting fuel subsidies to West Kalimantan fuel cash assistance,negative
1599,distribution of direct fuel cash assistance is the government's commitment to realize the use of targeted subsidies to support the distribution of direct cash assistance in North Sumatra,positive
2115,"help residents affected by the increase in fuel prices, the governor of Central Java, Ganjar Pranowo, said that for small infrastructure developments to be postponed, then allocated to assistance for the community through the district/city government, this is to help",negative
1716,"the extraordinary government together with us supports and oversees the direct fuel oil cash assistance policy so that it is right on target and has a positive impact on us Indonesian people, especially the people of West Papua",positive
2205,the government has accelerated the distribution of direct fuel oil cash assistance to the people of North Sumatra,positive
1590,"Thank you, the government has provided direct cash assistance with liquid fuel, the people are happy in West Java",positive
1140,the government continues to make efforts to ensure that the distribution of direct fuel oil cash assistance is right on target to support the distribution of direct cash assistance in North Sumatra,positive
1282,"In anticipation of fluctuations in world crude oil prices, the Indonesian government is considered appropriate because it adjusts the price of fuel oil, but to maintain the purchasing power of the people in Bali, direct cash assistance is provided in West Papua",negative
2034,People of Jambi appreciate the adjustment in fuel prices for the benefit of all the people. Support professional government policies for the less fortunate,positive
1983,"The government is able to maintain the economy amid the fuel price adjustments, Central Kalimantan, Central Kalimantan, support the adjustment of fuel prices, very appropriate policies",positive
145,"with the existence of direct fuel oil cash assistance, the community is increasingly confident in the Jambi government",positive
2726,"With direct fuel oil cash assistance, this is of course very helpful for the South Kalimantan government to support",positive
2200,The government is able to maintain the economy amidst the fuel price adjustments. North Kalimantan residents fully support the fuel price adjustment so that the subsidies are on target,positive
2078,the best government succeeded in distributing direct oil fuel cash assistance to the special region of Yogyakarta oil fuel cash assistance to Yogyakarta,positive
2025,People of Jambi appreciate the adjustment in fuel prices for the benefit of all the people. Support professional government policies for the less fortunate,positive
162,"the government has increased the pertalite quota by as much as million kiloliters from the initial quota of million KL, while for subsidized diesel it has added another million from the initial quota of million KL",positive
2055,"the government must make adjustments to the price of fuel oil in order to contain inflation, which has a far greater cost impact",positive
868,"the distribution of direct cash assistance is evidence that the government is protecting vulnerable communities in the midst of adjusting fuel prices, the people of Sulawesi are supporting the policy of direct fuel cash assistance",negative
1454,Adjusting fuel prices is the government's move to avoid the negative impact of the state budget crisis,negative
2618,the government provides direct fuel oil cash assistance to poor citizens of West Java,negative
1138,The people of Indonesia are very grateful to the government for distributing fuel direct cash assistance to support the distribution of North Sumatra cash direct assistance,positive
2293,"for all students in North Sumatra, just be sure to fully support the government's policy of adjusting fuel prices, we must also support it, of course, don't want to be provoked",positive
359,fuel oil direct cash assistance disbursed in november sulawesi is supporting government policy,positive
1056,adjusting the price of fuel oil is the government's effort to keep the state budget healthy,positive
486,North Kalimantan residents fully support the government's policy of adjusting the price of fuel oil to divert it to more useful sectors,positive
2605,"the government's policy of diverting fuel subsidies to direct cash assistance has really really helped the economy of the people of West Papua, who have received bltbbm",positive
1859,the government deploys auditors to oversee the distribution of direct fuel oil cash assistance,positive
2773,"a member of commission vii from the parliamentary faction considered that the plan to convert lpg not to an electric stove was not as simple as just providing an electric stove, so he asked the government to be wiser in making policies because currently the people are having a hard time due to rising fuel prices",negative
1906,"the government will continue to boost the distribution of direct fuel cash assistance so that people's purchasing power is maintained, especially for low-income people",positive
1478,"Aceh News Indonesian people, especially those in Aceh, strongly support the government's move to adjust fuel prices",positive
379,"the government continues to distribute various social assistance to the community to maintain people's purchasing power, one of which is direct fuel oil cash assistance which is almost complete",positive
1426,the adjustment in the price of subsidized fuel oil is rightly carried out by the Papuan government,positive
1284,the government accelerated the distribution of direct fuel oil cash assistance to the people of west papua in october,positive
1311,the ministry of finance will disburse phase ii fuel oil blt cash assistance starting in november the director general of budget at the ministry of finance isa rachmatarwata said the fuel oil direct cash assistance was provided by the government in the amount of rp. thousand per month,positive
2201,Direct cash assistance is the solution taken by the government amidst the Gorontalo fuel price adjustment policy,positive
757,"the utilization of the state budget must be carried out as well as possible, one of which is to adjust the price of fuel oil by diverting the subsidy budget to social assistance, the people of North Sumatra strongly agree and support government policies",positive
39,the Jokowi government accelerates the distribution of direct fuel oil cash assistance to the people of Jambi,positive
1160,the Jokowi government accelerates the distribution of direct fuel oil cash assistance to the people of West Java,positive
1108,the government will continue to protect the underprivileged community by distributing direct cash assistance to fuel oil for the Bangka Belitung Islands,positive
2858,"At first I was skeptical that Mulan Jameela's protest would be responded to by the government, but it turned out that LG canceled the salute for the time being. Please the government, don't fiddle with cooking methods in our kitchen, we are busy adjusting to fuel oil and groceries",negative
1199,October Sulawesi's latest price list for fuel oil is supporting the government's move,positive
1396,support regulation of subsidized fuel oil fuel price adjustments must also be followed by arrangements or regulations for fair subsidies support all the Indonesian government's efforts so that fuel oil subsidies can be enjoyed by people who are entitled,positive
2539,the government will provide direct cash assistance to orphans of the Sulawesi community while agreeing to a policy of adjusting fuel oil,positive
1270,"the adjustment in the price of fuel oil is right, the people of West Papua are very supportive of the government",positive
2193,the government has accelerated the distribution of direct fuel oil cash assistance to the people of North Sumatra,positive
2735,"the meter goes down again, the fuel oil hasn't gone down, the government has also",negative
1257,"support the government to achieve justice, adjusting the price of fuel oil is very appropriate",positive
59,"The government is currently distributing direct fuel oil cash assistance to the community, especially the lower middle class in West Kalimantan",positive
2137,"the government was able to maintain the economy amid the adjustment in the price of fuel, the people of Sulawesi are in agreement with the policy of adjusting the price of fuel",positive
1129,the government's policy of diverting fuel subsidies to direct cash assistance is very appropriate in realizing the use of subsidies that are right on target for North Sumatra,positive
414,The transfer of fuel subsidies is the last option taken by the special regional government of Yogyakarta,positive
764,Jambi residents also support the President's government policy to directly intervene to provide direct fuel oil cash assistance to deserving recipients,positive
2954,The government's seriousness in limiting subsidized fuel oil is questionable,negative
1460,Adjusting fuel prices is the government's move to avoid the negative impact of the state budget crisis,negative
2865,"Is it true that the government can't use it anymore, can it be a conscience, please lower the price of fuel oil again, I'm so sorry, you are big sisters",negative
2263,The government is making adjustments to the price of fuel oil so that Indonesia's economic stability is maintained and the use of subsidies is more targeted to support the adjustment of the price of fuel oil in North Sumatra,positive
2719,"thank God, finally the government has started distributing direct fuel oil cash assistance to underprivileged people throughout Indonesia, people are increasingly prosperous, support the distribution of direct cash assistance, North Sumatra",positive
2873,"You don't ask first, the results are different, and you ask first, the results are different, do you agree with the government increasing the fuel price of the DPR, agree, the people don't agree with sex offenders,",positive
2886,small communities in the regions support government policies in transferring fuel subsidies the key is to keep working unlike people in Jakarta who actually get involved in demonstrations and forget their obligations to work,negative
2067,the government was able to maintain the economy amid the supportive Sulawesi fuel price adjustments,positive
1628,the distribution of direct fuel oil cash assistance is almost a percent of the government's extraordinary performance in Banten,positive
1519,"The government is of course very concerned about the people of the Special Region of Yogyakarta, the price of fuel oil in Yogyakarta",positive
2108,The people of Banten support the government in diverting fuel subsidies to the right targets so that fuel subsidies are prioritized for the less fortunate,positive
440,the government was able to maintain the economy amid adjustments to the price of fuel oil in West Sumatra,positive
900,the government diverted some of the fuel subsidies for aid that was more targeted at south sumatra,positive
477,update aceh the government has thought carefully about adjusting the price of fuel oil,negative
2668,"so that the state budget is not broken, the government needs to adjust the price of fuel oil by reducing Central Java subsidies",positive
2676,the government has accelerated the distribution of direct fuel oil cash assistance to the people of North Sumatra,positive
2488,the provincial government of west java has poured out a budget of rp billion to control inflation which will later be used for direct cash assistance and fuel subsidies for fishermen,positive
1103,direct fuel oil cash assistance is proof of the government's commitment to care for the underprivileged communities of the Bangka Belitung Islands,positive
715,The government has diverted all fuel subsidies for the sake of creating justice and prosperity for the people. The government's policy is right in North Sumatra,positive
1077,direct fuel oil cash assistance is a solution from the government to overcome the impact of adjusting fuel prices cash direct assistance is welcomed by residents of East Nusa Tenggara,positive
1736,"adjustments to fuel prices, the government will provide compensation with the Sulawesi Perlinsos currently supporting government policies",positive
2242,"The government is able to maintain the economy amidst the adjustment in fuel prices, the people of Indonesia support the adjustment in West Sumatra's fuel prices",positive
1414,All economists agree that the fuel-oil social bearing policy is a form of the government's partiality for the people of Central Sulawesi,positive
1819,"the government has announced the transfer of fuel subsidies so that the subsidies provided by the government are more targeted, thank God",positive
6,iperindo asked the government for shipping financing subsidies due to the increase in fuel prices,negative
2038,People of Jambi appreciate the adjustment in fuel prices for the benefit of all the people. Support professional government policies for the less fortunate,positive
1835,the success of the government in distributing direct fuel oil cash assistance,positive
840,The government ensures that the distribution of direct fuel oil cash assistance runs smoothly in West Kalimantan,positive
1061,direct cash assistance is a solution when the government adjusts the price of fuel oil,positive
2626,the government provides direct fuel oil cash assistance to underprivileged residents supports the distribution of fuel oil cash direct assistance in South Sumatra,positive
125,Adjustment of fuel prices is the right step for the Indonesian people's government to support the adjustment of West Sumatra's fuel prices,positive
1912,The government's policy is right to adjust Papua's fuel prices,positive
1934,"actually the government's policy plan to regulate subsidies on target is correct, but please make sure again if indeed when this program is running, subsidized fuel oil is right on target to people who really deserve it",positive
2857,zulfikar hamonangan increase fuel oil yesterday because the government was late to hope for change,negative
708,The government has diverted all fuel subsidies for the sake of creating justice and prosperity for the people. The government's policy is right in North Sumatra,positive
1151,the Jokowi government accelerates the distribution of direct fuel oil cash assistance to the people of Sulawesi is guarding the distribution of fuel oil cash direct assistance,positive
2410,democrats ask the government to be wiser in making policies because currently the people are having a hard time due to rising fuel prices ahy a firm leader,negative
391,"the price of obligatory subsidized fuel oil has fallen, the price of Indonesian crude oil, the price of Indonesian crude oil, has fallen far below the figure assumed in the state budget for the year, so that no one will say that the people are subsidizing the government",negative
1539,"the increase in fuel oil is still the amount that is borne by the government, the rest is diverted to social assistance and Pancasila BLT",positive
220,"for all students in North Sumatra, just be sure to fully support the government's policy of adjusting fuel prices, we must also support it, of course, don't want to be provoked",positive
1725,the government was able to maintain the economy amid the adjustment in the price of Sulawesi's fuel oil while supporting government policies,positive
2790,this time the price of fuel oil is most likely not as smooth as last year to be able to raise the price here met the stone so that the government inevitably has to look for other alternatives whether from abundant agricultural products to be exported doing discipline etc.,positive
17,"the effect of rising fuel oil continues, the government will continue direct cash assistance",positive
58,providing direct fuel cash assistance umkm and bsu direct cash assistance to the community as a form of government concern to relieve the people of West Kalimantan,positive
568,subsidized fuel oil is diverted to programs that are most directly beneficial to the people of Riau in support of government policies,positive
2760,"Horass, this is the reason why fuel oil is rising when oil prices are down, the people of North Sumatra must be smart, let's support government policies",positive
2419,"Maman Abdurahman sees that people misunderstand the increase in subsidized fuel prices, therefore the government must immediately make a policy so that subsidized fuel oil can be right on target.",positive
2279,"The transfer of fuel subsidies to social assistance is the government's effort to provide equal distribution of subsidies for all Indonesian people. We, the entire people of North Sumatra, fully support government policies.",positive
2096,the government was able to maintain the economy amid the price adjustments for fuel oil greetings from aceh,positive
411,the government accelerates the distribution of direct fuel oil cash assistance to people in the special region of Yogyakarta direct fuel oil cash assistance yogyakarta,positive
703,support the government to continue evaluating plans to adjust fuel prices so that the economy improves for subsidies that are right on target for North Sumatra,positive
2669,the government needs to make adjustments to fuel oil so that the apn does not break down the sound of aceh,positive
261,"fuel subsidies are a burden on the state budget, adjusting fuel prices is the right step, the government of the people of Sulawesi is supporting the policy of adjusting fuel prices",positive
1813,the government has announced that it is diverting fuel subsidies so that the subsidies provided by the government can be more targeted,positive
2620,the government along with direct fuel oil cash assistance for people who can't afford cash direct assistance are more effective because the target recipient is clearly West Java,positive
1049,direct fuel oil cash assistance is the government's effort to help the lower class people of Jambi receive direct cash assistance,positive
269,"The government made an adjustment to the price of fuel oil to contain inflation, the people of Sulawesi are supporting the policy of adjusting the price of fuel oil",positive
1550,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments,negative
149,"direct cash assistance from fuel oil, the government's efforts to maintain the purchasing power of the people of West Papua, support the adjustment of fuel prices so that subsidies are right on target",positive
107,"Fuel price adjustments are being made so that the subsidies are right on target, Sulawesi is being supported by the government",positive
1713,"adjustment of fuel prices, the government will provide compensation with the East Kalimantan Social Security Agency",positive
2170,The government provides direct fuel oil cash assistance to underprivileged residents of North Sumatra,positive
1486,"The government made an adjustment to the price of fuel oil to contain inflation, the people of Sulawesi are supporting the policy of adjusting the price of fuel oil",positive
1513,"The government made an adjustment to the price of fuel oil to contain inflation, the people of Sulawesi are supporting the policy of adjusting the price of fuel oil",positive
1,"In order to ensure the availability of subsidized fuel oil, the government has officially increased the pertalite and diesel quotas as of October, the addition of pertalite is as much as million KL while diesel is as much as million KL",positive
384,the price of basic commodities has now increased quite significantly because of the rise in fuel oil but the government says Indonesia's inflation is the third lowest in Asia,positive
530,"the right decision, the government policy is right to adjust the price of subsidized fuel oil, all for the sake of distributing subsidies that are right on target, the chatter of North Sumatran residents",positive
588,let's all support the adjustment of fuel prices due to the adjustment of subsidized fuel prices by the government to adjust world fuel prices so that the allocation of subsidies can be more targeted,positive
2477,support the government's policy of direct fuel oil cash assistance to the people of West Sumatra,positive
1240,"Halloo, North Sumatra residents, we need to know together that so far the price of fuel oil in Indonesia is still much cheaper than other Asean countries, let's support government policies together",positive
453,fuel oil cash direct assistance as a form of government attention to small communities greetings from aceh,negative
1399,direct fuel oil cash assistance is carried out by the government to help the poor people of Jambi,negative
1458,distribution of direct fuel oil cash assistance is evidence that the government protects the community amidst adjustments to the price of fuel oil in West Sumatra,positive
1939,the government was able to maintain the economy amid adjustments to fuel prices in Central Kalimantan,positive
2951,"thank God, finally the government has started distributing direct fuel oil cash assistance to underprivileged people throughout Indonesia, people are increasingly prosperous, support the distribution of direct cash assistance, North Sumatra",positive
700,The people of North Sumatra support the government to adjust fuel prices for subsidies that are right on target for North Sumatra,positive
2361,the government provides direct fuel oil cash assistance to poor citizens of West Sumatra,negative
710,"the government needs to make adjustments to the price of fuel oil for the welfare of the people, the government's policy is right in North Sumatra",positive
2194,the government has accelerated the distribution of direct fuel oil cash assistance to the people of North Sumatra,positive
855,"the distribution of direct fuel oil cash assistance directly by the president is a solution from the government overcoming the impact of adjusting fuel prices in Bengkulu, Camkoha",positive
1303,"support the government to adjust the price of subsidized fuel oil in Central Kalimantan in Palangkaraya, the beautiful city of Central Kalimantan",positive
1530,support the distribution of direct cash assistance fuel oil South Sumatra government appreciation,positive
1992,fuel oil direct cash assistance for the right people the people of Papua have received and supported direct cash assistance from the government,positive
713,"an evaluation of the adjustment to the price of subsidized fuel oil is carried out so that the resilience of the state budget remains safe, the government's policy is right in North Sumatra",positive
2892,what's going on in Indonesia until now the price of fuel oil is still high while the price of oil has fallen so much is it taking advantage of the current government cc bro oil prices fell to their lowest level since january,positive
2654,government policy in adjusting the price of fuel oil for the sake of creating prosperity and progress for the advanced Maluku nation,positive
2017,People of Jambi appreciate the adjustment in fuel prices for the benefit of all the people. Support professional government policies for the less fortunate,positive
1377,"The government ensures direct cash assistance for liquid phase fuel oil starting in November, Jambi",positive
2945,the government distributes direct fuel oil cash assistance as the government's commitment to realize the use of subsidies that are right on target support the distribution of direct cash assistance north sumatra,positive
819,"The community really appreciates the fuel oil direct cash assistance policy launched by the president, all programs from the government can be felt by the people, Jokowi's performance has increased",positive
1451,Adjusting fuel prices is the government's move to avoid the negative impact of the state budget crisis,negative
1302,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities in the midst of progressing adjustments to Maluku's fuel oil,negative
2056,"Jambi fully supports the government's policy to strengthen the Indonesian economy, the distribution of direct fuel oil cash assistance is effective and very fast",positive
1662,The government distributes direct fuel oil cash assistance throughout Indonesia West Papua has received bltbbm,positive
2307,democrats ask the government to be wiser in making policies because currently the people are having a hard time due to rising fuel prices ahy a firm leader,negative
1974,"the adjustment in the price of fuel oil is right for the government to contain inflation, which has a much greater cost impact in aceh",positive
52,"Thank you, the government has distributed contributions in the form of direct fuel oil cash assistance to people in need",positive
1572,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments,negative
1888,"apart from saying that the quality of Pertamina's products is decreasing and making it more wasteful, in fact this is a manifestation of the people's frustration which is already mounting, the government should be aware",positive
1715,support the government's direct fuel oil cash assistance phase one to reach percent liquidation of the second phase starting november west papua,positive
20,the benefits of direct fuel oil cash assistance lighten the community from the fluctuation of rising global prices. This is the government's way of providing a breakthrough to people with uncertain economic conditions by providing compensation in the form of the best Pertamina fuel direct cash assistance and extraordinary Pertamina services,positive
2684,the government has accelerated the distribution of direct fuel oil cash assistance to the people of North Sumatra,positive
1280,The government distributes direct fuel oil cash assistance throughout Indonesia West Papua has received bltbbm,positive
1074,adjusting the price of fuel oil so that the government supports subsidies that are right on target for the Riau Islands,positive
194,"fuel subsidies are a burden on the state budget, adjusting fuel prices is the right step, the government of the people of Sulawesi is supporting the policy of adjusting fuel prices",positive
189,"The government made an adjustment to the price of fuel oil to contain inflation, the people of Sulawesi are supporting the policy of adjusting the price of fuel oil",positive
1742,adjusting the price of fuel oil to fulfill the principle of justice for underprivileged communities and ensuring the economic sustainability of the people of Sulawesi is supporting government policies,positive
2840,"the palace ensured that the demands of the demonstrators to protest the rise in fuel prices were paid attention to by the government, sincerely prioritizing the people",positive
322,President Jokowi said that the distribution of direct cash assistance from fuel oil reached Sulawesi while supporting government policies,positive
1357,"sometimes when you think about it, the narrative actually isn't that the government is increasing fuel prices but cutting fuel price subsidies, the keyword is subsidies",negative
634,"to increase people's purchasing power, the government diverted fuel subsidies into social assistance funds for social assistance",positive
264,The transfer of fuel subsidies is the last option taken by the special regional government of Yogyakarta,positive
1537,"the price of subsidized fuel oil is right, it needs to adjust government policies, it is right, North Sumatra",positive
1471,"With the price adjustment of fuel oil, the government will continue to protect the people, Mr Joko, the special region of Yogyakarta, the price of fuel oil in Yogyakarta",positive
2140,"support the adjustment of fuel prices to eliminate economic inequality in South Kalimantan, support government policies",positive
476,"support the government diverting fuel subsidies to realize the principle of justice, don't let the subsidies for the common people benefit the rich, the government's policy is right, North Sumatra",positive
1379,the government ensures direct cash assistance for liquid fuel oil starting in November Papua,positive
609,"for all students in North Sumatra, just be sure to fully support the government's policy of adjusting fuel prices, we must also support it, of course, don't want to be provoked",positive
1758,distribution of direct cash assistance and proof of the government's protection of vulnerable communities in the midst of adjusting fuel prices in North Maluku,negative
1852,bali information the government is able to maintain the economy amidst adjustments in fuel prices,positive
2287,"Horass, this is the reason why fuel oil is rising when oil prices are down, the people of North Sumatra must be smart, let's support government policies",positive
1485,"the government continues to speed up the distribution of direct fuel cash assistance to the special region of Yogyakarta, direct fuel oil cash assistance to Yogyakarta",positive
1114,The government makes it easy to get subsidized fuel oil,positive
2126,"the transfer of fuel subsidies to maintain the purchasing power of the poor, the people of West Papua, always support positive policies by the government of West Papua, everyone can",negative
579,support the government to continue evaluating plans to adjust fuel prices so that the economy improves for subsidies that are right on target for North Sumatra,positive
1267,The increase in fuel oil follows world oil prices. The transfer of fuel subsidies has been rightly carried out by the central government of West Sumatra,positive
1271,"the adjustment in the price of fuel oil is right, the people of West Papua are very supportive of the government",positive
1675,"for all students in North Sumatra, just be sure to fully support the government's policy of adjusting fuel prices, we must also support it, of course, don't want to be provoked",positive
48,"Fuel subsidies are a burden on the State Budget, adjusting fuel prices is the right step for the Jambi government",positive
1521,support direct fuel oil cash assistance as a form of government concern for the economically weak community of the Bangka Belitung Islands,negative
2018,People of Jambi appreciate the adjustment in fuel prices for the benefit of all the people. Support professional government policies for the less fortunate,positive
1703,The government continues to think about what is best for the people of Indonesia by adjusting fuel prices to contain inflation. South Sumatra supports government policies,positive
