,tweet,sentimen
1122,"It can be clearly seen from here that the government adopts a policy that is not arbitrary, there are calculations for adjusting the price of fuel oil for the good of Indonesia, how come we have to support Banten?",positive
1029,The great government was able to maintain the economy amidst the Jambi demonstrations supporting the adjustment of fuel prices,positive
1032,"solid, the government succeeded in the direct fuel oil cash assistance program, the special region of Yogyakarta, Yogyakarta fuel oil direct cash assistance",positive
823,the government's policy of direct fuel oil cash assistance is very precise and right on target in North Maluku,positive
445,The government diverted some of the fuel subsidies for aid that was more targeted at North Maluku,positive
670,the government's policy to adjust the price of fuel oil is appropriate,positive
649,"it's better to have anarchy with the government than with a ball club, fuel oil is rising, it seems more difficult to accept than just losing the ball to a rival that actually has no effect on life",positive
464,The government diverted some of the fuel oil for aid that is more targeted at the Maluku Baku Kele,positive
1253,"so that the state budget is not broken, the government needs to adjust the price of fuel oil by reducing subsidies in Jambi",positive
195,"The government has spent a lot of money on fuel subsidies, it's time for subsidies to other sectors in West Kalimantan",negative
517,adjusting the price of fuel oil is the government's effort to keep the state budget healthy,positive
1030,"The government made an adjustment to the price of fuel oil in order to contain inflation, which has a much greater cost impact, and supports the adjustment of fuel prices",positive
487,the government officially increased the pertalite quota by as much as million if and solar million if this year,positive
818,"directly reviewing the distribution of direct fuel oil cash assistance, the government intervened in Banten",positive
657,Fuel oil social bearing policies form the government's alignment with the people,positive
685,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid adjustments to Papua's fuel prices,negative
519,"as of october the government made adjustments to the price of fuel oil, which previously was the price of fuel oil in jakartarp now to Rp. 200,000 to support the government in maintaining economic stability",positive
240,Member of Commission VII DPR RI Mulyanto urges the government to lower subsidized fuel oil prices due to falling world crude oil prices,negative
838,The government ensures that direct fuel oil cash assistance is right on target for the people of the Riau Islands,positive
711,The government made adjustments to the price of fuel oil to contain inflation. This policy was right on target in West Sumatra,positive
1408,adjusting the price of fuel oil is a step to save Indonesia from the crisis so this is the right policy that the government must take so that all people are safe in Banten,positive
991,the government is consistent for the welfare of the Indonesian people by providing direct fuel oil cash assistance,positive
243,"let's be wise, the benefits of direct cash assistance from the government direct cash assistance is one of the compensation for adjusting the price of fuel oil in East Kalimantan",positive
1305,"The adjustment of fuel oil by the government is very appropriate for the welfare of the people of Indonesia, East Nusa Tenggara",positive
401,the adjustment of fuel prices is the form of the presence of the government towards the middle and lower middle class people of oil fuels in the special region of Yogyakarta,positive
831,government steps in adjusting the price of fuel oil to contain Jambi's high inflation,positive
602,the government accelerates the distribution of direct fuel oil cash assistance to the public,positive
844,The government protects the public in the midst of world oil price fluctuations. The adjustment in the price of fuel oil is right for the Riau Islands,positive
1334,the government provides direct fuel oil cash assistance to poor citizens of South Sumatra,negative
655,"Suanazara's podcast, what is the difference between subsidies and compensation, the government has adjusted fuel prices behind it, there is a story about subsidies and compensation, what are the differences between subsidies and compensation?",negative
974,fuel oil increases the government provides various social assistance,positive
1524,direct fuel oil cash assistance form the Jambi government's partisanship,positive
740,update aceh Indonesian people especially in aceh are very supportive of the government's move to adjust the price of fuel oil,positive
477,The government's goal of adjusting fuel prices is to ensure that fuel subsidies are right on target for East Nusa Tenggara,positive
1401,support the government to continue evaluating plans to adjust fuel prices so that the economy improves for subsidies that are right on target for North Sumatra,positive
1513,"to increase the purchasing power of the public, the government diverted fuel subsidies into social assistance funds for social assistance in this way, the distribution of subsidies would be more targeted because they were received directly by vulnerable groups of people who were vulnerable to social assistance in",negative
1261,sure everything has been thought of by the government continue to support the adjustment of the price of fuel oil the price of fuel oil yogyakarta special region of yogyakarta,positive
969,the adjustment of reasonable fuel prices was carried out by the Jambi government,positive
471,"direct fuel oil cash assistance distributed by the government without the slightest deduction, thank you, our government, the people of Gorontalo have received it",positive
1531,The transfer of fuel subsidies is the last option taken by the special regional government of Yogyakarta,positive
575,the Jokowi government accelerates the distribution of direct fuel oil cash assistance to people who are entitled to the special area of ​​Yogyakarta oil fuel cash assistance Yogyakarta,positive
1191,"a thread in the last few weeks after the government officially raised the price of pertalite fuel oil, opinions circulated among the public about the quality of pertalite fuel oil",negative
1450,the government cancels the increase in the price of fuel oil the next day the government cancels the electric stove program the next day at least the money is for procuring a wave check,negative
548,the high rate of inflation the government treats fuel price adjustments,positive
1453,"let's support the government, be sure there is direct cash assistance for fuel oil",positive
426,president jokowi's visit to north moluccas was directly involved in the distribution of direct fuel oil cash assistance as evidence that the government is protecting vulnerable communities amid price adjustments for fuel in west papua october,negative
1256,the government distributes direct cash assistance for fuel oil in north sulawesi,positive
1392,"With direct fuel oil cash assistance, this is of course very helpful for the South Kalimantan government to support",positive
901,"because the government is afraid of loss because it subsidizes the people, the people who care about the government because they can't bear to see the government having a hard time, finally buying non-subsidized fuel oil to non-pertamina, we'll see if the government is profitable or not",negative
1396,"adjusting the price of fuel oil so that subsidies are right on target, the community supports the riau archipelago government",positive
679,Fuel subsidies are right on target Vice Chairman of Commission VII DPR RI Maman Abdurrahman urged the government to change the method of open subsidies to closed subsidies so that the fuel subsidies launched by the government can be on target,positive
1498,"fuel oil goes up, doesn't die, the demonstration is that I just work, I don't need to think about fuel, let the government think about it, don't bother people, I'm a poor person, I don't work, yes, the kitchen doesn't steam for a day. why sorry",negative
1437,direct fuel oil cash assistance is effective in helping the community,positive
897,the government has started to announce the diversion of fuel subsidies so that the subsidies that will be provided by the government are more targeted,positive
1504,the government accelerated the distribution of direct fuel oil cash assistance to the people of West Sumatra,positive
194,"The Bangka Belitung Islands are extraordinary, the government has re-issued phased fuel oil cash assistance",positive
474,the distribution of direct cash assistance is evidence that the government is protecting the vulnerable Balinese community amidst adjustments in fuel prices,negative
1369,the government has accelerated the distribution of direct fuel oil cash assistance to the people of North Sumatra,positive
1259,the government provides direct fuel oil cash assistance for poor citizens not for the rich Bengkulu,positive
49,providing direct fuel cash assistance umkm and bsu direct cash assistance to the community as a form of government concern to relieve the people of West Kalimantan,positive
1290,"Only the world's crude oil has soared, fuel subsidies have swelled, the government has adjusted the price of fuel oil, the people of Sulawesi are in agreement with the policy of adjusting fuel oil",negative
1101,"How can the purchasing power of the poor be maintained if there is a transfer of fuel subsidies that are said to be anti-government? The fact is that through a scheme made by the government, the purchasing power of the poor can be maintained in Banten",negative
1485,"the fatal mistake of the Grasa Grusu government in the policy of increasing Pertamina's fuel prices is no longer trusted by the people, especially the issue of changing the quality of today's officials has destroyed the private sector, Pertamina is starting to be strong in shell and vivo, restore the price and quality, save Pertamina",positive
688,first turbo this afternoon down rp it's okay if you want to go up or down oppung keep using this fuel oil without expecting government subsidies like the ibn kadrun reactor try to tag the reactor,positive
44,"Fuel subsidies are a burden on the State Budget, adjusting fuel prices is the right step for the West Sumatra government",positive
1287,"The low price of fuel oil causes a surge in consumption and imports of fuel, as a result the government needs to adjust the price of fuel oil for the sake of economic stability in South Sumatra",positive
245,"East Nusa Tenggara, direct fuel oil cash assistance from the government really helps ease the burden on the community and there are many other benefits",positive
862,saturday october bhabinkamtibmas kel pondok cabe udik aipda dadang conducts education related to social support government programs to residents in the snack garden housing the harmony garden for compensation for reducing fuel price subsidies conducive safe situation,positive
300,"I'm surprised that village officials have the heart to cut direct cash assistance for BBM, it's a pity that the people only receive it, I hope this can be detected by the government and I hope it will be investigated soon",positive
692,All economists agree that the fuel-oil social bearing policy is a form of the government's alignment with the people struggling with Maluku,positive
269,Indonesian people strongly support the government's policy of adjusting fuel prices for North Sumatra,positive
553,the government is committed to keeping me from buying for the less fortunate through the distribution of direct cash assistance from fuel oil in the Bangka Belitung Islands,positive
313,West Nusa Tenggara people thank the government for fuel direct cash assistance fuel oil cash direct assistance help the people of West Nusa Tenggara,positive
708,"the adjustment in the price of fuel oil is right, let's support the government's firmness in taking steps together",positive
283,appreciation for the government's hard work in distributing direct fuel oil cash assistance quickly and accurately,positive
1088,"the government is able to maintain the economy amid the adjustment of our fuel prices, the people of East Nusa Tenggara support the adjustment of fuel prices for the sake of people's welfare",positive
540,The government's policy of adjusting the price of fuel oil is the right step for South Kalimantan,positive
406,bsu lighten the burden on workers when the price of fuel oil & nine basic commodities rises in the current era there is good collaboration between the private sector and the government can work hand in hand for the welfare of gas workers pol economic recovery,positive
338,Jambi residents also support government policies. Mukomuko residents feel helped by the direct cash assistance from fuel oil,positive
466,the distribution of direct cash assistance is evidence that the government is protecting vulnerable communities amid adjustments to fuel prices in North Sumatra,negative
363,The government is currently preparing a strategy for distributing fuel-oil direct cash assistance to the people of Jambi with full support,positive
1479,"own a car but enjoy the fuel subsidy, that's why the government is adjusting the fuel price so that the subsidies are more targeted",positive
320,"Vice Chairman of Commission VII DPR RI, Eddy Soeparno, assesses that the government's policy of diverting the fuel subsidy budget into social assistance for poor people is correct. He hopes that social assistance can maintain people's purchasing power, let's go",negative
1211,the government has a precise strategy to ensure direct fuel oil cash assistance is right on target,positive
1045,"I just realized that it turns out that the government's goal is to increase the price of Pertamina's fuel oil so that private gas stations are busier so that business competition is more fair. In fact, BP Vivo Shell is busier than usual, thank you for the strategy that benefits all parties, except for the buyer, of course.",positive
70,"The transfer of fuel subsidies is the government's effort for the common good, especially for the people of Central Java in Purwokerto, Central Java, Indonesia",positive
500,direct fuel oil cash assistance is the government's effort to help lower-income communities to be able to access fuel oil that is right on target in West Kalimantan,positive
10,"the government continues to make efforts so that subsidized fuel oil is channeled on target, one of the steps that is currently being carried out is through the use of the best pertamina mypertamina application",positive
826,the government made adjustments to the price of fuel oil so that Indonesia's economic stability was maintained and supported the adjustment of fuel prices for North Sumatra,positive
505,The government's swollen budget is diverting fuel subsidies to direct cash assistance and BSU killer Baim fires Indosiar UNESCO Malang Tear Gas Isilop Supporters,positive
810,All economists agree that the fuel-oil social bearing policy is a form of the government's support for the people of Jambi,positive
1131,The government is able to maintain the economy amidst the fuel price adjustments for the people of Banten,positive
1373,Banten fully supports the government's steps in adjusting the price of subsidized fuel oil to avoid the negative impact of the state budget crisis,negative
64,greatly assisted by the existence of direct fuel oil cash assistance from the steady Banten government,positive
1076,the government has provided direct fuel oil cash assistance to millions of people wow great let's support this this is very useful the people of Banten fully support it,positive
1482,support came from the people of East Nusa Tenggara regarding the government's policy of channeling direct fuel oil cash assistance so that it was right on target,positive
416,the people are protected by the government through direct cash assistance from fuel oil,positive
656,the ministry of finance will disburse direct cash assistance phase ii of fuel oil cash assistance starting november the director general of budget at the ministry of finance isa rachmatarwata said that direct fuel oil cash assistance was provided by the government in the amount of rp. thousand per,positive
205,"he said subsidized fuel oil is used for people who are less well off, the fact is that there are still many rich people who use private cars and big motorbikes to buy subsidized fuel oil, it is very unfortunate if this continues to happen without any firmness from the government",positive
328,"Baim will be policed ​​for pranking the police, the police feel that they are being bullied and the people are being pranked all over by the government, what about lowker pranks, don't know for foreigners, fuel oil pranks don't go up until the end of the year, you know, it goes up and much more",positive
486,the government ensures that the transfer of fuel subsidies encourages subsidies to be more effective for people in need,positive
912,"the program for setting subsidies on target recommended by the government and Pertamina is good for the community, but please, please run it properly and indeed subsidized fuel oil is right on target for people who need this subsidized fuel oil",positive
1320,the government provides direct fuel oil cash assistance to poor citizens of West Java,negative
1209,democrats ask the government to be wiser in making policies because right now the people are having a hard time due to rising fuel prices ahy a firm leader xk,negative
528,"In order to avoid inflation, the adjustment of fuel prices is the right policy by the Maluku government",positive
1497,The government claims that the recipients of direct fuel oil cash assistance have exceeded million,positive
418,the government diverted some of the fuel subsidies for aid that was more targeted at aceh,positive
1449,the government is serious about making the transition to electric vehicles,negative
1244,the government accelerated the distribution of direct fuel oil cash assistance to the people of Jambi,positive
665,the price of fuel oil in Indonesia is still cheap because the government has provided unmitigated subsidies,positive
590,"In the midst of rising fuel prices, the government is helping the community by distributing direct fuel cash assistance as a smart solution for East Nusa Tenggara",positive
1235,help the government to reduce the government's heavy burden on fuel subsidies,negative
1051,"the government was able to maintain the economy amid the adjustment in the price of fuel oil, Jambi supported the adjustment in the price of fuel oil",positive
472,let's support the government to adjust the price of fuel oil for appropriate subsidies for the Bangka Belitung Islands,positive
1268,"the price of fuel oil must be adjusted because currently global geopolitics makes the difference in the selling price of subsidized fuel oil at a high price, together we support the government to adjust the price of fuel oil in West Kalimantan",positive
131,thank the government for the direct fuel oil cash assistance that has been given to the people of West Java,positive
15,the people of Bengkulu support the government's policy of providing direct fuel oil cash assistance to overcome the difficulties experienced by community members due to the adjustment in fuel prices,positive
1220,"Maman Abdurahman sees that people misunderstand the increase in subsidized fuel prices, therefore the government must immediately make a policy so that subsidized fuel oil can be right on target.",positive
1467,president joko widodo ensures that direct cash assistance blt fuel oil will be complete distribution at the end of the year this is done as the government's effort to maintain people's purchasing power,positive
476,the government diverted some of the fuel subsidies for assistance that was more targeted at Gorontalo,positive
771,"adjustments to fuel prices, the government will provide compensation with the Social Security Agency said Central Java",positive
986,"the government must make adjustments to the price of fuel oil in order to contain inflation, which has a quite large cost impact, Central Java has spoken out",positive
1064,"adjustment of fuel prices to fulfill the principles of people's justice, support the government's smart and great policies",positive
916,bali information the government is able to maintain the economy amidst adjustments in fuel prices,positive
1308,the government provides direct fuel oil cash assistance to poor people in Central Java speak,negative
103,"Bangka Belitung Islands Fuel subsidies are not on target The government is taking the right steps for channeling subsidies, namely diverting fuel subsidies to targeted assistance",positive
60,the government has accelerated the distribution of direct fuel oil cash assistance to the people of Steady Banten,positive
1151,direct fuel oil cash assistance to help the people of the Riau Islands government appreciation,positive
78,"The people of Medan, North Aumatera, support the increase in fuel prices. They believe in government policies to build a more advanced Indonesia",positive
391,the government directly distributes fuel oil cash assistance to the people of West Kalimantan,positive
165,My wild idea is that all of this is a trick by the authorities to sacrifice the lives of our brothers and sisters in Malang to close all government cases from sambo to the bastard BBM,positive
1062,"The government is diverting the fuel subsidy budget to continue the structural transformation agenda of the economy. The government is great able to maintain the economy amid the pandemo, Bengkulu, Camkoha",positive
847,"by adjusting the price of fuel, the government will provide compensation with social security regulations that are not good, especially since our government in South Sumatra supports government policies",negative
1083,Appreciation of the government's appreciation of the government's appreciation of the government's appreciation of the government's appreciation of the government's appreciation of the direct fuel oil fuel assistance plan,positive
349,the government was able to maintain the economy amidst the price adjustments for fuel oil in Jambi,positive
185,the adjustment of fuel oil by the government is correct so that subsidies are right on target to support Lampung,positive
1242,"The government provides direct cash assistance for your fuel oil for these underprivileged people, Jambi",positive
371,the government's policy of diverting fuel subsidies to direct fuel cash assistance was acceptable to the public and Jokowi's performance increased,positive
117,Fuel subsidies are a burden on the state budget. Adjusting fuel prices is the right step for the Aceh government,positive
1258,The government provides direct cash assistance for fuel oil in North Sulawesi,positive
252,"Come on, be wise, direct cash assistance from the BLT government is one of the compensations for adjusting the price of fuel oil in East Kalimantan",positive
507,"Indeed, my country is in pain from the pain, very acute, Vivo is selling RON fuel under thousands of protests from the government",positive
1551,"it's true that fuel subsidies are enjoyed more by the rich in West Papua, supporting the government's fuel price adjustments",positive
311,it's a bit farther away to buy fuel oil but it's okay to help the government reduce fuel subsidies even if it's an old car too,positive
785,the government cares about the people by providing direct cash assistance to fuel oil in the Riau Islands,positive
395,distribution of direct fuel oil cash assistance as a form of government attention to the small community of greetings from aceh,negative
1056,"the transfer of fuel subsidies to maintain the purchasing power of the poor, the people of West Papua, always support positive policies by the government of West Papua",negative
358,direct fuel oil cash assistance is evidence of the government's partiality for the small community of Jambi,negative
263,"kangkung, an environmentally friendly vehicle, hello UPNVJ student family, who here doesn't know the impact of emissions from fossil-powered vehicles, the increase in fuel oil and emissions from fossil-powered vehicles has made the government and the public start looking at electric-powered vehicles",positive
359,"Direct cash assistance from fuel oil is carried out by the government to help the poor people of the Bangka Belitung Islands, Jambi",negative
808,government policy is very appropriate to adjust the price of West Sumatran fuel oil,positive
1121,the people believe that the government can maintain the rotation of the people's economic roads by adjusting the price of fuel oil in South Sumatra,positive
1446,"to increase people's purchasing power, the government diverted fuel subsidies into social assistance funds in this way, the distribution of subsidies would be more targeted because they were directly received by vulnerable groups of the poor",negative
1419,members of the parliament faction asked the government to think about the fate of the people at this time the people are already heavy due to the increase in fuel oil and inflation now they are ready to mess around with the discourse on increasing electricity power & electric stoves again,negative
634,The increase in fuel oil follows world oil prices. The transfer of fuel subsidies has been rightly carried out by the central government of West Sumatra,positive
1491,"the government's policy regarding adjusting the price of fuel subsidies received support from truck drivers, the common people supported the efforts of the president so that subsidized fuel oil was right on target, diesel prices were still enthusiastic about working",positive
16,"the price of Indonesian fuel oil is still the cheapest, bestie, because there are still subsidies from the government for each liter, for example, Pertalite, this favorite product, is still subsidized in the range of 1,000,000 liters pertalite, the price is the most economical and economical",positive
51,the government officially increases the quota of subsidized fuel oil until the end of the year aceh is proud,positive
1205,"KSP presidential chief of staff Moeldoko commented on the wave of student demonstrations demanding the government revoke the policy of increasing fuel prices, according to him, the student demonstrations were inappropriate because they were actually defending the rich.",positive
977,Friday at the gangdi alley pier brandan bripka very jais monitoring the development of the situation regarding the government's policy of increasing fuel prices and then giving a message of security and public order to residents to maintain a conducive situation,positive
601,"hello people of East Nusa Tenggara, don't worry, Lee, this is the latest price list that has been issued by the government, okay, let's use fuel wisely",positive
1526,"So far, people who are able have dominated the use of government fuel subsidies, Aceh's sound quick action",positive
351,Banten residents support the government's decision to adjust the price of fuel oil so that the funds are diverted more precisely on target,positive
648,"the government is very concerned about the impact of adjusting fuel subsidies on the economy, therefore apart from providing BLT, the government also distributes BSU for workers who are victims of layoffs",positive
1542,the government distributes direct fuel oil cash assistance as the government's commitment to realize the use of subsidies that are right on target support the distribution of direct cash assistance north sumatra,positive
1426,"The price of premium fuel oil has been raised, the peralite has been removed, even in kadalin to exploit the common people, PKS urges the government to follow up on complaints that pertalite type fuel oil is more wasteful",positive
1341,Residents have received direct fuel oil cash assistance from the North Sumatra government,positive
725,All economists agree that the policy of supporting social fuel oil is a form of the government's support for the people of Central Java,positive
97,Adjustment of the price of fuel oil is the right step for the government to support the adjustment of the price of fuel oil from North Sumatra,positive
1157,We must be concerned with the development of the dynamics of world oil prices. It is only natural that the government of the whole community of North Sumatra will support the increase in fuel prices.,positive
1364,Adjusting the price of fuel oil is the right step to avoid an appreciation of the state budget crisis in Jambi,positive
196,The move by the Indonesian government to divert subsidies on fuel oil is appropriate for West Kalimantan,positive
682,"The government ensures direct cash assistance for liquid phase fuel oil starting in November, Jambi",positive
183,wisely take advantage of special regional government subsidies yogyakarta the price of fuel oil in yogyakarta,positive
1374,The government provides direct fuel oil cash assistance to Indonesian citizens of the Bangka Belitung Islands,positive
1517,"subsidies should have been prioritized for underprivileged communities, thank you, the government for diverting subsidies to direct cash assistance from Banten fuel oil",positive
613,the Jokowi government accelerates the distribution of direct fuel oil cash assistance to the people of the Riau Islands,positive
790,distribution of fuel oil direct cash assistance is the government's commitment to maintain the purchasing power of the less fortunate in the Bangka Belitung Islands,positive
905,"I've heard that the regulation of targeted subsidies will be carried out by the government and supervised by Pertamina due to the fact that subsidized fuel oil is enjoyed by people who can afford it, if you don't believe me, just try reading this news.",positive
533,support from the people of East Nusa Tenggara regarding government policies in distributing direct fuel oil cash assistance so that it is right on target,positive
610,October Sulawesi's latest price list for fuel oil is supporting the government's move,positive
1361,the government provides direct fuel oil cash assistance to less fortunate residents of North Maluku,positive
81,"with the existence of direct fuel oil cash assistance, the community is increasingly confident in the Jambi government",positive
1214,The government is considered to have made the right decision by adjusting the price of fuel oil,positive
397,Many people are miserable but the government is still suffocating with the increase in fuel prices for nine basic commodities soaring,negative
267,the government's policy of adjusting the price of fuel oil is very appropriate to support the adjustment of the price of fuel oil in North Sumatra,positive
589,The government has diverted all fuel subsidies for the sake of creating justice and prosperity for the people. The government's policy is right in North Sumatra,positive
386,The government made adjustments to the price of fuel oil with full calculation of Jambi news,positive
726,The government is currently preparing a strategy for channeling direct fuel oil cash assistance to the people of Jambi to support it,positive
1359,the government needs to make adjustments to fuel oil so that the apn does not break down the sound of aceh,positive
132,"bhabinkamtibmas together with the head of the village of Pattojo greeted the assisted residents by conveying several messages of security and public order including being active, namely conveying the government's reasons for increasing the price of subsidized fuel oil and hoping that no family would take part in demonstrations",negative
265,The adjustment in fuel prices is based on careful calculations in Riau to support government policies,negative
1223,"social assistance from Pertamina, West Sumatra, Hiswana Oil and Gas and the Payakumbuh Police to the people affected by the adjustment of subsidized fuel oil by the government at the Payakumbuh Police",positive
1295,the government continues to distribute direct fuel oil cash assistance to people in need of Jambi news,positive
88,the government ensures that the distribution of direct fuel oil cash assistance is evenly distributed and right on target to support the distribution of direct cash assistance in North Sumatra,positive
1096,"the ministry of finance said that the adjustment in fuel prices is to maintain the purchasing power of people who are just and good, the government is implementing this policy because people are becoming more prosperous in Banten",positive
883,"Reply to Moeldoko's statement, fuel oil students were wrongly targeted by the government",negative
1562,"this is good, it means that the people are aware and enthusiastic about helping the government by not buying subsidized fuel oil, hopefully it will be here soon so that it can reduce the burden on the state as well",positive
676,All economists agree that the policy of supporting social fuel oil forms the government's alignment with the people of Papua,positive
1559,let's all support the adjustment of fuel prices due to the adjustment of subsidized fuel prices by the government to adjust world fuel prices so that the allocation of subsidies can be more targeted,positive
629,"support the government to achieve justice, adjusting the price of fuel oil is very appropriate",positive
1560,the community has received direct fuel oil cash assistance distributed by the North Sumatra government,positive
1390,"East Nusa Tenggara, we must be proud of the government's strategy in adjusting the price of fuel oil set in Indonesia",positive
294,the government has increased the quota of subsidized fuel oil pertalite and diesel fuel types in early october naruto black panther army in the hearts of the people nasdem ajeng fandom hug ade armando,negative
261,The percent annual inflation rate is far from the government and Bank Indonesia's inflation target this year of 15 percent,positive
881,adjusting the price of fuel oil so that subsidies are given more precisely on target by adjusting the price of the remaining fuel oil which will be distributed by the government to the regions in the form of bltbbm ​​with a more optimal bltbbm ​​for the people,positive
776,"the distribution of direct cash assistance from fuel oil is almost evenly distributed, let's support the government in distributing direct cash assistance to fuel oil, Jambi",positive
1406,There is still public transportation that can be more economical than using a private vehicle. Fuel price adjustments need to be made to create justice in society. This is a good decision from the Banten government.,positive
1514,fuel subsidies are being diverted for education to public health. Sulawesi is currently supporting government policies regarding direct fuel oil cash assistance,positive
405,"Bangka Belitung Islands, I am a Malay, I am proud of the government issuing subsidies for fuel oil direct cash assistance",positive
997,"The government is able to maintain the economy amid the fuel price adjustments, Central Kalimantan, Central Kalimantan, support the adjustment of fuel prices, very appropriate policies",positive
356,fuel oil direct cash assistance is evidence of the government's partiality to the people of Jambi receiving direct cash assistance,positive
608,"fuel price adjustments are made so that the subsidy budget is diverted to more useful sectors, Sulawesi is currently supporting the government's steps",positive
239,"In anticipation of the global crisis, the government of Great Banten has made adjustments to fuel prices",positive
1036,"All economists agree that thanks to the social bearing policy, Jokowi Ma'ruf's fuel oil is a form of the government's partiality for the people, especially the poor, Chandra Liow Reyhan Minyakrasaair",negative
1470,"it is true that there is an adjustment in the price of fuel oil, we will just follow the government",positive
1115,"Instead of discussing cheating, we better understand that the government's policy of adjusting fuel prices for subsidies is more targeted",positive
119,The government has distributed direct fuel oil cash assistance to all regions in Indonesia,positive
1344,the government provides direct fuel oil cash assistance to the poor in North Sumatra,negative
892,"the government has announced the transfer of fuel subsidies so that the subsidies provided by the government are more targeted, thank God",positive
374,"The community really appreciates the fuel oil direct cash assistance policy launched by the president, all programs from the government can be felt by the people, Jokowi's performance has increased",positive
453,the government diverted part of the fuel subsidy for assistance that was more targeted at Bengkulu,positive
110,Fuel subsidies are a burden on the state budget. The adjustment in fuel prices is the right step for the East Kalimantan government,positive
1281,the government provides direct fuel oil cash assistance to poor citizens of south sulawesi,negative
1333,behind the adjustment of fuel prices there is a strong commitment from the government to organize the Jambi subsidy post,positive
759,"the government's move to provide direct fuel oil cash assistance has greatly eased the burden on the poor, Jambi cash direct assistance is right on target",positive
1233,The government actually wants domestic fuel prices to remain affordable by providing subsidies from the state budget,positive
503,direct fuel oil cash assistance is the government's effort to protect the people from global price fluctuations,positive
722,The fuel oil social bearing policy is a form of the government's alignment with the people of Gorontalo,positive
1147,the government continues to distribute direct cash assistance for bali fuel,positive
1116,"the government must make adjustments to the price of fuel oil in order to contain inflation, which has a much greater cost impact",positive
957,"the Ministry of Trade is intensifying the competency improvement of human resources for the functional trade sector in the special region of Yogyakarta, DIY, this is in line with the government's efforts to control the inflation rate after the increase in fuel prices",positive
1193,"From now on, I'm trying to help the government, even if it's a small thing, so that the government doesn't subsidize it. There are many options for Vivo, BP and Mobile.",positive
367,"The policy of direct fuel oil cash assistance is appreciated by the people, so even though there is an increase in fuel prices, the government also does not remain silent and continues to provide assistance. This is one of the reasons for the presidential government and made Jokowi's performance satisfaction level rise.",positive
1545,the government distributes fuel oil direct cash assistance so that the use of the subsidy is more targeted and reaches the less fortunate to support the distribution of North Sumatra cash direct assistance,positive
384,we support direct cash assistance assistance special regional government of yogyakarta direct cash assistance yogyakarta fuel oil,positive
200,"the government is working on revising the fuel subsidy regulations so that they are right on target and of course they must contain technical rules, Pertamina is indeed the best",positive
65,the distribution of direct fuel oil cash assistance is the government's concern for the economy of the less fortunate in Banten,positive
1301,"The government has distributed direct fuel oil cash assistance to millions of people in Indonesia, East Nusa Tenggara",positive
1475,adjusting the price of fuel oil so that the government supports subsidies that are right on target for the Riau Islands,positive
935,"To be honest, for government programs in setting subsidies on target, I think it's right, but if possible, for setting fuel oil subsidies based on the price of motorbike cars, maybe for cars that buy over a few hundred million motorbikes, over several tens of million, you can use pertalite",positive
272,legislators urge the government to distribute direct fuel oil cash assistance specifically for ojol drivers,positive
1360,"so that the state budget is not broken, the government needs to adjust the price of fuel oil by reducing subsidies, said Central Java",positive
874,the ministry of finance said that the transfer of fuel subsidies to maintain the purchasing power of the poor people of Sulawesi is supporting government policies,negative
677,information for kito people of Jambi distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid adjustments in fuel prices,negative
238,"All Papuan youths support the government's cool fuel price adjustment, Banten's right policy",positive
1087,the government distributes direct cash assistance fuel oil South Sumatra government appreciation,positive
1145,the government was able to maintain the economy amid adjustments to fuel prices for North Sumatra,positive
541,The government made adjustments to the price of fuel oil to contain the increasingly high inflation,positive
478,the government made adjustments to fuel prices to divert subsidies to more useful sectors in Gorontalo,positive
965,the government is considered capable of maintaining the economy amid the adjustment in fuel prices leslar ayu dewi chandra liow cheating on reyhan kdrt oilrasaair september,positive
1212,Adjusting the price of fuel oil followed by limiting subsidized fuel oil is an effort taken by the government so that subsidies can be enjoyed by the people who are entitled and some people still misunderstand that fuel subsidies are not revoked but regulated or relocated,positive
1405,the Indonesian government distributes fuel oil cash assistance quickly and on target in Banten,positive
1123,"for the sake of justice for the people, the government continues to distribute direct fuel oil cash assistance to the poor and underprivileged people of Gorontalo",negative
1271,the provincial government of west java has poured out a budget of rp billion to control inflation which will later be used for direct cash assistance and fuel subsidies for fishermen,positive
188,the government has distributed direct fuel cash assistance to make good use of Gorontalo,positive
841,"Apart from adjusting the price of fuel oil, the government also provides compensation from the social services for the people of Lampung Dabar, yes, gaess",positive
681,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the price adjustments for fuel oil in Jambi,negative
825,the government's policy of diverting fuel subsidies to social assistance is very appropriate so that the use of subsidies is more targeted to support the adjustment of fuel prices in North Sumatra,positive
1154,the government is able to maintain the economy amid the price adjustment of aceh fuel oil,positive
316,BSU itself is one of the government's efforts to workers and employers who have included their workers as participants in the Social Security Policy for Labor Economic Recovery.,positive
214,a form of government concern for the community in providing direct cash assistance for Banten fuel oil,positive
1034,"The government must make adjustments to the price of fuel oil in order to contain inflation, which has a much greater cost impact",positive
1442,genjerist and cebong are not yet aware of the policies of the Jokowi and PDI governments which have increased the price of subsidized fuel oil several times,positive
1269,The government ensures that the distribution of direct fuel oil cash assistance is right on target. Bengkulu has received direct fuel oil cash assistance,positive
660,all economies agree that the social bearing policy of fuel oil forms the government's alignment with the people of Jambi,positive
