,tweet,sentimen
1122,"government's policy diverting fuel subsidy social assistance government's commitment realize use subsidy target, support adjustment fuel price North Sumatra",positive
77,government accelerating distribution direct fuel oil cash assistance post easily accessible Jambi,positive
459,government ensures transfer fuel subsidy encourages subsidy effective people need,positive
1166,"energy subsidy considered target, government asked change method, revocation subsidy government raised fuel prices, reallocated subsidy right target",positive
1132,"Paniai district government Social Welfare Service report distribution BST BBM Phase III fund incorrectly distributed Head Social Office regions, districts. We ask head social service immediately investigated Jakarta Ministry Social Affairs",positive
44,people Lampung fully support government's policy direct fuel oil cash assistance,positive
1238,"Only world's crude oil soared, fuel subsidy swelled, government adjusted price fuel oil, people Sulawesi agreement policy adjusting fuel oil",negative
245,"decision adjust price fuel oil right, Indonesian people must smart. The effort made government provide equal distribution subsidy Indonesian people, people North Sumatra chattered",positive
1231,The government care poor diverting fuel subsidy West Kalimantan fuel cash assistance,negative
300,PT Pos Indonesia distributes fuel oil direct cash assistance remote part country President Joko Widodo emphasized government continue encourage distribution fuel oil BLT direct cash assistance beneficiary community throughout Indonesia,positive
1220,adjusting price subsidized fuel oil right target people Lampung support government's right step,positive
1303,let's support government distributing direct fuel oil cash assistance help people Jambi,positive
276,"government increase quota subsidized fuel oil full, click following link",positive
1336,government's policy diverting fuel subsidy direct cash assistance government's commitment realizing use budget right target,positive
1300,social assistance government solution know better deal impact adjusting West Papua fuel price support adjustment fuel oil,positive
402,adjustment price subsidized fuel oil carried subsidy targeted government issued policy channeling wonderful Bengkulu direct cash assistance,positive
269,"government's policy adjusting price fuel oil, especially pertalite type fuel oil subsidized diesel fuel, government tried best protect people world oil price fluctuation",positive
1055,government provides direct fuel oil cash assistance Jambi SMEs,positive
1056,government ensures direct fuel oil cash assistance distributed quickly precisely benefit Jambi felt,positive
1492,"direct fuel oil cash assistance government aim protect purchasing power people North Kalimantan, especially lower middle class subsidy targeted",positive
1475,"North Sumatra resident support government's policy diverting fuel subsidy direct cash assistance order realize targeted distribution subsidy Come on, North Sumatra resident support distribution direct cash assistance",positive
644,The people Jambi must also understand distribution direct cash assistance provide evidence government protecting vulnerable community amidst adjustment fuel price,negative
283,"step taken government Pertamina regulating fuel subsidy right target, follow discussion tonight 09.00 WIB KompasTV streaming",positive
1045,"ministry finance said adjustment fuel price maintain purchasing power people good, government implementing policy people becoming prosperous Banten",positive
871,The government ensures direct cash assistance liquid fuel oil starting November,positive
399,"Hi friends, forefront certainty increase price fuel oil also followed increase price basic need ease burden community, government provide assistance program form direct cash assistance fuel blt fuel",positive
271,legislator urge government distribute direct fuel oil cash assistance specifically ojol driver,positive
406,"transfer fuel subsidy fund adjustment price fuel oil carried government targeted assistance, Wonderful Bengkulu",positive
1240,direct fuel oil cash assistance government social bearing policy many benefit bengkulu,positive
338,Diverting fuel subsidy useful sector right step Banten government,positive
466,Sri Mulyani said direct fuel oil cash assistance protect public global price fluctuation BLT fuel oil direct cash assistance provided government solely relieve protect vulnerable community pressure rising price fluctuation,negative
567,"The government's move adjust price fuel oil appropriate us, people Banten",positive
363,"It's surprising continues increase satisfaction Pak Jokowi's administration, example, direct fuel oil cash assistance yesterday.",positive
1474,The transfer fuel subsidy last option taken special regional government Yogyakarta,positive
1116,"government must make adjustment price fuel oil order restrain inflation, far greater cost Bali",positive
1096,"The government able maintain economy amidst adjustment fuel prices, people Indonesia support adjustment West Sumatra's fuel price",positive
320,The people Indonesia grateful government distribution fuel oil direct cash assistance support distribution North Sumatra cash direct assistance,positive
1164,The government considered made right decision adjusting price fuel oil,positive
1307,government need make adjustment fuel oil apn break sound aceh,positive
70,"Karanganyar Serka Medi Triwibowo Babinsa Koramil Tasikmadu carry Social Sciences BP Suroso, resident Geng Hamlet, Kaling Village, Kec Tasikmadu discus community condition related direct fuel oil cash assistance provided government",positive
500,adjustment fuel price government transfer targeted fuel subsidy small community Maluku,negative
10,"government continues make effort subsidized fuel oil channeled target, one step currently carried use best pertamina mypertamina application",positive
1344,"adjusting price fuel oil common good, let's support government",positive
505,direct fuel oil cash assistance solution government overcome impact adjusting fuel price cash direct assistance welcomed resident East Nusa Tenggara,positive
1495,I know system calculate profit loss I know reason fuel oil lose even though gone please give explanation wrong government people also need education,negative
1199,"clearly effective, Mr. President, around home area, many underprivileged people grateful receiving direct fuel oil cash assistance government, Steady Banten",positive
1323,"Thank you, government, million people received direct cash assistance BBM Bali",positive
64,government distributes direct fuel oil cash assistance order realize use subsidy right target support distribution direct cash assistance North Sumatra,positive
1498,"decision adjust price fuel oil right, people North Sumatra must smart, effort made government provide equal distribution subsidy Indonesian people, want provoked",positive
1428,"one small community support government's policy regarding increase price subsidized fuel oil, small community support often demonstration rich people claim poor, thank maszeh main enthusiasm work",negative
416,Adjusting fuel price reasonable considering global conditions. Let's continue support government policy,positive
542,Jokowi's government accelerates distribution direct fuel oil cash assistance public support distribution North Sumatra cash direct assistance,positive
205,"said subsidized fuel oil used people le well off, fact still many rich people use private car big motorbike buy subsidized fuel oil, unfortunate continues happen without firmness government",positive
328,Jambi resident also support government policies. Residents enthusiastic receiving direct fuel oil cash assistance,positive
486,government accelerating distribution direct fuel oil cash assistance community right target North Sulawesi,positive
829,distribution direct cash assistance proof government's protection vulnerable community midst adjusting fuel price North Maluku,negative
1270,Adjusting price fuel oil right step taken Maluku Kalesang government,positive
528,let's support government distributing direct fuel oil cash assistance right target Jambi,positive
1443,fuel oil direct cash assistance form government's alignment people optimally Jambi,positive
418,distribution direct cash assistance evidence government protecting vulnerable community amid adjustment price fuel oil West Java,negative
1024,"support adjustment fuel price eliminate economic inequality South Kalimantan, support government policy",positive
979,"government must make adjustment price fuel oil order restrain inflation, much greater cost impact, Sulawesi currently supporting",positive
771,government's policy diverting fuel subsidy direct cash assistance really really helped economy people Banten,positive
581,October Sulawesi's latest price list fuel oil supporting government's move,positive
768,government ensures distribution direct fuel oil cash assistance right target reach small communities. support distribution direct cash assistance North Sumatra,positive
472,"government accelerates distribution direct fuel oil cash assistance people Maluku, Baku Kele",positive
1219,provincial government west java poured budget rp billion control inflation later used direct cash assistance fuel subsidy fisherman,positive
131,thank government direct fuel oil cash assistance given people West Java,positive
15,"price Indonesian fuel oil still cheapest, bestie, still subsidy government liter, example, Pertalite, favorite product, still subsidized range 1,000,000 liter pertalite, price economical economical",positive
930,"The government able maintain economy amidst price adjustment fuel oil, price fuel oil Yogyakarta, Special Region Yogyakarta",positive
1413,"polemic around pertalite fuel fact really wasteful since government raised fuel prices, I know Pertamina tweaking quality pertalite now, hopefully expert update fuel oil level now, continues, ready shift vivo",positive
476,direct fuel oil cash assistance government's effort protect people global price fluctuation,positive
1125,"The transfer fuel subsidy social assistance government's effort provide equal distribution subsidy Indonesian people. We, entire people North Sumatra, fully support government policies.",positive
1019,"great, million people received direct cash assistance, fuel, thanks Gorontalo government",positive
1039,thank government direct cash assistance fuel oil south sumatra government appreciation,positive
1259,government accelerated distribution fuel oil cash direct assistance people Jambi,positive
103,"Bangka Belitung Islands reduce state budget, government took right steps, namely adjust price fuel oil",positive
60,"The government's policy right target. Let's support direct cash assistance solid fuel oil, Banten",positive
634,BLT direct cash assistance community considered right policy midst adjusting price fuel oil,positive
963,"Good news come government distributed direct fuel oil cash assistance resident need, Central Java talking",positive
391,"distribution direct cash assistance evidence government protecting vulnerable community midst adjusting fuel prices, people Sulawesi supporting policy direct fuel cash assistance",negative
165,My wild idea trick authority sacrifice life brother sister Malang close government case sambo bastard BBM,positive
1014,amazing government able maintain economy amidst adjustment price West Java fuel oil,positive
1294,government policy adjusting price fuel oil sake creating prosperity progress advanced Maluku nation,positive
349,"assistance provided government form direct fuel cash assistance, community appreciates policy carried government adjustment fuel prices, Jokowi's performance increased",positive
185,adjustment fuel oil government correct subsidy right target support Lampung,positive
1194,government provides direct fuel oil cash assistance poor citizen special region Yogyakarta direct cash assistance fuel oil yogyakarta,positive
371,"Let's escort together direct cash assistance special regional government Yogyakarta, direct cash assistance Yogyakarta fuel oil",positive
117,"blitar city government returned distribute phase iii rastrada early october distribution phase iii rastrada carried earlier usual schedule, intended help ease daily burden people affected rising fuel price",negative
682,adjustment price subsidized fuel oil rightly carried Papuan government,positive
252,"support government adjusting price fuel oil, hesitate comrades, government already know best people welfare society",positive
999,government adjust price fuel oil right target Banten,positive
311,BSU one government's effort worker employer included worker participant Social Security Policy Labor Economic Recovery.,positive
674,"adjustment price fuel oil right, let's support government's firmness taking step together",positive
395,"The first official price drop starting October, decision per liter price, government officially stipulates policy reducing price fuel oil starting Saturday, October",positive
358,The government made transfer fuel subsidy careful consideration West Kalimantan,negative
263,support increase fuel oil better Indonesia Riau support government policy,positive
359,government's policy diverting fuel subsidy direct fuel cash assistance acceptable public Jokowi's performance increased,positive
841,government's fuel price adjustment continues protect people world oil price fluctuations. Sulawesi supporting government policy,positive
1054,government must make adjustment price fuel oil order contain inflation Sulawesi supporting policy,positive
1393,"What's wrong BBM, like play advocating continue government's drama BBM, friends, read Kemasos Wordpress via link Greetings, Kemasos Green Earth",negative
1227,government forced make adjustment price fuel oil common good,positive
1437,"appeal public, especially Sipispis sub-district, feel anxious panic increase pertalite bio-diesel fuel government also appeal level society easily provoked fake news social medium",negative
16,"effect rising fuel oil continues, government continue direct cash assistance",positive
51,Sat Intelkam personnel Padangsidimpuan Police carry monitoring early detection security situation public order related government program regarding increase price Pertalite first type diesel fuel gas station Padangsidimpuan city area Tuesday,positive
1158,democrat ask government wiser making policy right people hard time due rising fuel price ahy firm leader ww,negative
1099,government able maintain economy amid adjustment price West Java fuel oil,positive
1446,government accelerated distribution direct fuel oil cash assistance people West Sumatra,positive
351,The government currently preparing strategy distributing fuel-oil direct cash assistance people Jambi full support,positive
590,Jambi resident also support government's performance. All economist agree fuel oil social assistance policy form government alignment people,positive
1486,support government's step adjusting price fuel oil appropriate definitely positive impact voice people North Sumatra,positive
1374,PKS urge government follow complaint Pertalite type fuel oil wasteful,negative
744,The fuel oil social bearing policy form government's alignment people North Maluku,positive
1472,"government's policy diverting fuel subsidy direct cash assistance really really helped economy people West Papua, received bltbbm",positive
97,"Economist Faisal Basri invite public think smartly response government's policy adjusting fuel prices, tried suppress Aceh's inflation",positive
1110,government able maintain economy amid adjustment Bali fuel price,positive
1314,Direct fuel oil cash assistance professional government policy small people Bangka Belitung Islands,negative
196,The move Indonesian government divert subsidy fuel oil appropriate West Kalimantan,positive
183,wisely take advantage special regional government subsidy yogyakarta price fuel oil yogyakarta,positive
1324,Bangka Belitung Islands. Let's use fuel subsidy wisely. We support government adjusting fuel price,positive
1461,Direct cash assistance solution midst adjusting price fuel oil. Jambi proud government,positive
729,support direct fuel oil cash assistance form government concern economically weak community Bangka Belitung Islands,negative
1291,pks urge government follow complaint pertalite fuel oil wasteful jokowi tandur febri ferdy sambo herlambang Thursday anies ri pki,negative
533,government distributes fuel oil direct cash assistance improve people's welfare support distribution North Sumatra cash direct assistance,positive
737,"adjustment fuel prices, government provide compensation Social Security Administration said Central Java",positive
81,government's policy distributing fuel-oil direct cash assistance right step make targeted East Nusa Tenggara,positive
740,"disbursement direct fuel oil cash assistance stage soon realized, thanks Jambi government",positive
397,government legally increase pertalite fuel oil quota million,positive
267,The government made policy careful consideration support adjustment fuel price North Sumatra,negative
589,Jokowi government accelerates distribution direct fuel oil cash assistance people North Maluku,positive
386,price fuel oil continues adjusted wisely east kalimantan government,positive
1422,government continues accelerate distribution direct fuel oil cash assistance,positive
1309,government provides direct fuel oil cash assistance le fortunate resident North Maluku,positive
132,"bhabinkamtibmas together head village Pattojo greeted assisted resident conveying several message security public order including active, namely conveying government's reason increasing price subsidized fuel oil hoping family would take part demonstration",negative
265,let's wise take advantage direct fuel oil cash assistance government Central Sulawesi,positive
793,distribution direct cash assistance proof government protecting vulnerable community amid price adjustment fuel oil Aceh,negative
1246,government need adjust fuel price bengkulu budget broken,negative
88,"people city Medan, North Sumatra, agree government's policy shifting fuel subsidy social assistance blt",positive
1418,Adjusting price subsidized fuel oil right government policy protect Papua's poor vulnerable people,negative
620,The fuel oil social assistance policy form government's alignment people Central Kalimantan Central Kalimantan,positive
758,concrete evidence government protecting vulnerable community Bali distributing direct cash assistance BSU midst adjusting fuel price,negative
1169,september indonesia demonstration increase price fuel oil still going government reduced price oil member people's representative assembly busy spending money corruption exposed television medium,positive
980,The great government able maintain economy amidst Jambi demonstration supporting adjustment fuel price,positive
294,"complaint complaint information irregularity government assistance due increase fuel oil Central Java, call hotline complaints, direct cash assistance complaint BSU information fuel oil, let's control distribution right target",negative
261,subsidized fuel oil diverted program directly beneficial people Riau support government policy,positive
801,step taken government adjusting price fuel oil appropriate West Papua October,positive
689,"government started distribute direct fuel oil cash assistance community. With assistance, community's economy greatly helped Jambi support",positive
1244,fuel subsidy swell government adjusts price fuel oil diverts subsidy right target evidence commitment Indonesian National Police,positive
1458,"government provide direct cash assistance orphan single elderly well people disabilities, people Sulawesi supporting government policy regarding direct cash assistance fuel oil",positive
405,government's wise move effort adjust price Central Java fuel oil,positive
1414,"If happened Sudirman Thamrin, I would definitely participate, fuel oil go down, regime also go",negative
356,"provision direct fuel oil cash assistance policy taken government adjustment fuel price turned quite appreciated public, Jokowi's performance went",positive
608,"The transfer fuel subsidy direct fuel oil cash assistance government's attempt help lower-class people West Papua, October",positive
239,Member Commission VII DPR RI Mulyanto urge government lower subsidized fuel oil price due falling world crude oil price,negative
960,"appropriate policy carried government, subsidy right target, far subsidized fuel oil enjoyed rich, government diverted direct cash assistance, fuel oil, West Papua's younger brother, received bltbbm",positive
720,"Has reduction stunting rate successful, government succeeded overcoming even though root cause stunting large number poor people, fuel oil rise purchasing power high school community decrease fate generation",positive
1425,"active member Tanah Abang Police, Pali Police, monitoring gas station APMS No Tanah Abang giving appeal vehicle user Tanah Abang sub-district area ​​Pali Regency regarding increase price fuel oil government",negative
1403,provision direct fuel oil cash assistance form government helping middle lower economic community West Kalimantan government,positive
1302,demonstration fuel oil support blt cry opposition hahahaha let's support government,positive
1311,direct fuel oil cash assistance evidence government thinking small community Bangka Belitung Islands,negative
374,The government made adjustment price fuel oil full calculation Jambi news,positive
453,The government's goal adjusting fuel price ensure fuel subsidy right target East Nusa Tenggara,positive
110,"The government made adjustment price fuel oil contain inflation, fully supporting adjustment price fuel oil North Maluku",positive
1232,boisterous rhetoric rising fuel oil control influence inflation shooting beyond fiscal policy government wisely explain cycle must accepted,positive
1283,"Bangka Belitung Islands, people proud government. Direct fuel oil cash assistance really help community",positive
792,full support east nusa Tenggara government policy adjusting fuel price,positive
1186,government provides direct fuel oil cash assistance poor people Central Java,negative
503,government accelerates distribution direct cash assistance salam oil aceh,positive
657,fuel oil direct cash assistance right solution Papuan government,positive
1101,direct fuel oil cash assistance help people Riau Islands government appreciation,positive
1427,"fatal mistake Grasa Grusu government policy increasing Pertamina's fuel price longer trusted people, especially issue changing quality today's official destroyed private sector, Pertamina starting strong shell vivo, restore price quality, save Pertamina",positive
870,government able maintain economy amid rising price fuel oil Central Kalimantan Central Kalimantan,positive
1041,government able maintain economy midst adjusting price fuel oil,positive
367,"many people increased level trust government every solution existing problem, one social assistance, fuel, Jokowi's performance increased",positive
1489,"remember, let rich enjoy subsidies, policy adjusting fuel price government right, Jambi news",positive
384,Many people miserable government still suffocating increase fuel price nine basic commodity soaring,negative
200,"government working revising fuel subsidy regulation right target course must contain technical rules, Pertamina indeed best",positive
65,"Fuel price adjustment made subsidy right target, Sulawesi supported government",positive
1327,"Bangka Belitung Islands The adjustment fuel price correct, government currently focusing making program beneficial poor",negative
1296,fuel oil direct cash assistance help government side people optimally,positive
272,adjustment fuel oil proof government's commitment protecting underprivileged providing social assistance Bangka Belitung Islands,positive
1310,government best adjusting price fuel oil best step government,positive
794,"proof government protects vulnerable people special region Yogyakarta, direct cash assistance Yogyakarta oil fuel",negative
1012,The government able keep wheel economy moving amidst wonderful Bengkulu fuel price adjustment,positive
1044,"government able maintain economy amidst adjustment fuel prices, public belief support government able maintain economy people Banten",positive
1229,government provides direct fuel oil cash assistance poor citizen south sulawesi,negative
541,The people Indonesia grateful government distributing fuel direct cash assistance support distribution North Sumatra cash direct assistance,positive
478,The government's swollen budget diverting fuel subsidy direct cash assistance BSU killer Baim fire Indosiar UNESCO Malang Tear Gas Isilop Supporters,positive
877,"together regional government KNPI student Grobogan Police, distributed social assistance people affected adjustment fuel price",positive
1165,"Pertalite specifications, result RVP test Pertalite distributed Pertamina's TbbM still within permitted limit government limiting subsidized fuel oil recipient clear wrong target",negative
1354,adjusting price fuel oil step save Indonesia crisis right policy government must take people safe Banten,positive
1222,"Bengkulu welcome disbursement BBM direct cash assistance, thank you, Indonesian government",positive
188,government distributed direct fuel cash assistance make good use Gorontalo,positive
764,distribution direct cash assistance evidence government protects vulnerable community amid fuel price adjustment Jambi support direct fuel oil cash assistance,negative
748,distribution direct cash assistance evidence government protecting vulnerable community amidst adjustment fuel price,negative
982,best government succeeded distributing direct oil fuel cash assistance special region Yogyakarta oil fuel cash assistance Yogyakarta,positive
316,"say pertalite wasteful, min, wasteful money, believe guaranteed pertalite fuel oil changed accordance government regulation also director general oil gas",positive
214,form government concern community providing direct cash assistance Banten fuel oil,positive
1396,let's support government adjusting price fuel oil direct cash assistance,positive
1389,"increase people's purchasing power, government diverted fuel subsidy social assistance fund way, distribution subsidy would targeted directly received vulnerable group poor",negative
965,government distributed direct fuel oil cash assistance right target Central Java spoke,positive
1179,"kadrun want free gas, gas, electricity, free state debt, swollen state finance collapse, blame government excuse overthrow unconstitutionally",positive
531,government accelerating distribution direct fuel oil cash assistance felt immediately Jambi,positive
255,distribution direct fuel oil cash assistance proof government concerned welfare community support distribution direct cash assistance North Sumatra,positive
30,"fight right rich, government's step right Jambi support adjustment fuel price",positive
662,"All economy agree social bearing policy fuel oil form government's support people Jokowi, great Jambi proud",positive
1313,"thank government, thank Pak Jokowi, direct cash assistance fuel oil really help community",positive
230,"wise take advantage direct cash assistance special regional government Yogyakarta, direct cash assistance Yogyakarta fuel oil",positive
989,together support escort government distributing direct fuel oil cash assistance,positive
970,People Jambi appreciate adjustment fuel price benefit people. Support professional government policy le fortunate,positive
992,government able maintain economy amid price adjustment fuel oil special region Yogyakarta,positive
1157,"People say government spend lot money fuel subsidies, better buy gas station next",positive
944,government accelerating distribution direct fuel oil cash assistance people North Sulawesi,positive
264,The adjustment fuel price based careful calculation Riau support government policy,negative
101,"Bangka Belitung Islands Fuel subsidy target The government taking right step channeling subsidies, namely diverting fuel subsidy targeted assistance",positive
13,pertamina ensures subsidized fuel oil stock sufficient end year government also added subsidized fuel oil stock worry pertalite safe,positive
1174,fuel subsidy swelling government adjusts price fuel oil diverts subsidy takedown right target brigadier really welcome indonesia dreamies,positive
861,"Right earlier, topic fuel oil, right? There subsidies, example, premium subsidized, around per liter. If poor use motorbikes, say liter commute subsidy.",positive
1072,"sake justice people, government continues distribute direct fuel oil cash assistance poor underprivileged people Gorontalo",negative
1025,government provided direct fuel oil cash assistance million people wow great let's support useful people Banten fully support,positive
884,"true impact subsidized fuel oil target really felt now, I agree government Pertamina regulating subsidized fuel oil right target, use subsidized fuel oil lower middle class people everyone motorbike",positive
1459,realization new renewable energy people Sulawesi supporting government policy regarding direct fuel oil cash assistance,positive
566,fuel oil direct cash assistance embodies government's affection people Riau Islands,positive
1423,The palace confirmed demand demonstrator protest rise fuel price paid attention WIT Pertamina government,positive
883,"You know plan government & Pertamina regulate subsidy right target, honest, I agree this, true already running, subsidized fuel oil really right target?",positive
523,government continues strive accelerate distribution direct fuel oil cash assistance people Gorontalo,positive
626,economy agree social bearing policy fuel oil form government's alignment people Jambi,positive
495,"Ministry Energy Mineral Resources announced would additional pertalite diesel quota October, done due potential quota subsidized fuel oil year",negative
1378,"member commission vii democrat faction parliament ass plan convert LPG electric stove simple providing electric stove, asked government wiser making policy currently people hard time due rising fuel price",negative
1023,aceh latest direct fuel oil cash assistance distributed government expected right really need,positive
733,"Bangka Belitung Archipelago Due world oil price fluctuations, government's fuel price adjustment correct",negative
1326,"Bangka Belitung Islands, proud government, adjustment fuel price transferred direct cash assistance, community feel helpful",positive
1245,government's step adjust price fuel oil order minimize subsidy wrong target evidence commitment Indonesian National Police,negative
1131,"On day proclamation, song, come turned hint fuel oil went up, government compared country dollar went up, government compared countries, also hint stupidity, maybe",negative
366,"The community appreciates government's step providing direct cash assistance fuel fuel price adjustment, Jokowi's performance rose",positive
721,government accelerated distribution direct fuel oil cash assistance people North Sumatra North Sumatra,positive
228,direct fuel oil cash assistance government's way le fortunate still meet daily need Bangka Belitung Islands,positive
417,"Thank you, government provided direct fuel oil cash assistance people West Java",positive
206,observer underprivileged community North Sumatra encouraged government socialize direct fuel oil cash assistance,positive
79,"existence direct fuel oil cash assistance, community increasingly confident Jambi government",positive
190,"remember direct fuel oil cash assistance government compensation community, use benefit direct cash assistance best",positive
492,"october government made adjustment price fuel oil, previously price fuel oil jakartarp Rp. 200,000 support government maintaining economic stability",positive
842,support price adjustment subsidized fuel oil Sulawesi supporting government policy,positive
145,adjustment fuel price right step taken government contain Gorontalo's inflation,positive
1239,"Action Coalition Save Indonesia, East Java, continue support government policy related fuel oil stabilize world oil price",positive
318,"let's reduce immediately, waiting for, trend world crude oil price shrinking PKS urge government lower price subsidized fuel oil economy",negative
1193,bali information government provides direct fuel oil cash assistance poor people,negative
878,signaling government immediately adjust price fuel PMKRI general secretary asked student strictly guard,positive
457,Phase II fuel oil direct cash assistance Rp disbursed November The government disburse Phase II fuel oil direct cash assistance November later family receiving social assistance direct fuel oil cash assistance return receive Rp.,positive
144,adjustment fuel price right step taken East Nusa Tenggara government,positive
1253,"The adjustment fuel oil government appropriate welfare people Indonesia, East Nusa Tenggara",positive
1190,The government provides direct cash assistance fuel oil le fortunate people Jambi,positive
1263,government provides direct fuel oil cash assistance poor Banten,negative
1050,"How purchasing power poor maintained transfer fuel subsidy said anti-government? The fact scheme made government, purchasing power poor maintained Banten",negative
1301,"direct cash assistance fuel oil, government's effort maintain purchasing power people West Papua, support adjustment fuel price subsidy right target",positive
825,saturday october bhabinkamtibmas kel pondok cabe udik aipda dadang conduct education related social support government program resident snack garden housing harmony garden compensation reducing fuel price subsidy conducive safe situation,positive
922,Indonesian people must aware adjustment fuel price contain inflation people Maluku fully support government policy,positive
592,"We, people North Sumatra, fully support government's policy diverting fuel subsidy budget social assistance, sake delivering targeted subsidy anticipating world oil turmoil",positive
1421,"car enjoy fuel subsidy, that's government adjusting fuel price subsidy targeted",positive
923,fuel oil direct cash assistance distributed government shortest time possible,positive
83,government's policy diverting fuel subsidy direct cash assistance appropriate positive impact economy people North Sumatra,positive
154,"government continues distribute various social assistance community maintain people's purchasing power, one direct fuel oil cash assistance almost complete",positive
1051,"government must make adjustment price fuel oil order contain inflation, much greater cost impact West Java",positive
1182,government provides direct fuel oil cash assistance resident can't afford Central Java,positive
959,"Hundreds thousand people Indonesia received benefit direct cash assistance officially begun distributed government form relocation West Papua fuel oil subsidies, received bltbbm",positive
127,"Fuel subsidy burden state budget, adjusting fuel price right step Papuan government inform",positive
1081,government able maintain economy amid adjustment fuel price South Sumatra,positive
762,review distribution government assistance city Bau Bau President Jokowi conveys realization BSU direct cash assistance Jambi support direct fuel oil cash assistance,positive
403,people protected government direct cash assistance fuel oil,positive
150,community satisfied appreciative government's policy providing direct fuel oil cash assistance considered appropriate,positive
966,The transfer fuel subsidy made government great,positive
413,distribution direct cash assistance evidence government protecting vulnerable community amid price adjustment fuel oil Java,negative
1030,"government able maintain economy amid adjustment price fuel, people Sulawesi agreement policy adjusting price fuel",positive
1235,"The low price fuel oil cause surge consumption import fuel, result government need adjust price fuel oil sake economic stability South Sumatra",positive
394,people Bangka Belitung Islands proud government issued direct fuel oil cash assistance,positive
1029,"In Palembang, many received direct cash assistance fuel oil South Sumatra, appreciated government",positive
912,"Wow, government added quota subsidized fuel oil even though Pertalite stock run October",positive
874,"try here, vivo ovo xiaomi shell, right?",positive
920,government able maintain economy amid adjustment fuel price Central Kalimantan,positive
352,Diverting fuel subsidy last option taken government right decision support adjustment fuel price,positive
95,Adjustment price fuel oil right step government support adjustment price fuel oil North Sumatra,positive
625,direct cash assistance solution overcome impact adjusting price fuel oil,positive
571,Jokowi government accelerates distribution direct fuel oil cash assistance people North Sumatra,positive
37,"government taking right step adjusting price fuel oil fuel subsidy become burden state budget, let's support government's step adjust price fuel oil, yes, Banten",positive
485,"yes, government borne medical expense think pay tax fuel oil increase pay stupidity government, medical expense borne government result stupid government salary deduction",negative
143,thank government direct cash assistance fuel oil welfare Ojol community West Java farmer,positive
1288,"Bangka Belitung Islands, people proud government distributed direct fuel oil cash assistance",positive
158,"Recipients direct fuel oil cash assistance happy PT Pos delivers assistance home PT Pos Indonesia received mandate government distribute thank God direct fuel oil cash assistance sent home need stand line received Rp. 000,000 deducted",positive
552,"direct cash assistance solution midst adjusting fuel prices, thank you, government Suara Anak Banten",positive
1444,fuel oil direct cash assistance almost government's continued enthusiasm distributing Banten cash direct assistance,positive
1212,government's reason raising fuel price right policy,positive
518,government continue protect underprivileged community distributing direct cash assistance fuel oil Bangka Belitung Islands,positive
1084,The transfer fuel subsidy sector beneficial great step taken Banten government,positive
811,"stunting impact poverty hunger, government focus economic issues, people's economy improve, open work laps, reduce fuel prices, etc. live Muslim woman talk",positive
236,"From explanation, understood government's policy setting new fuel price based interest people",positive
1000,"adjustment price fuel oil carried strengthen education, health infrastructure sector government provided direct cash assistance beneficiary could maintain purchasing power among underprivileged people Bengkulu",positive
222,direct fuel oil cash assistance government's commitment lighten burden underprivileged people Bangka Belitung Islands,positive
1322,The government provides direct fuel oil cash assistance Indonesian citizen Bangka Belitung Islands,positive
1287,fuel oil direct cash assistance proof government care poor people North Sumatra,negative
1021,"The adjustment price fuel oil appropriate, form government's effort save Bengkulu State Budget",positive
661,support regulation subsidized fuel oil fuel price adjustment must also followed arrangement regulation fair subsidy support Indonesian government's effort fuel oil subsidy enjoyed people entitled,positive
588,"government made adjustment price fuel oil, actually positive impact Indonesian economy, supporting adjustment fuel price North Sumatra",positive
957,"government ensures distribution direct fuel oil cash assistance right target. With distribution assistance, community's economy greatly helped West Papua.",positive
790,government made adjustment price fuel oil Indonesia's economic stability maintained supported adjustment fuel price North Sumatra,positive
62,greatly assisted existence direct fuel oil cash assistance steady Banten government,positive
1320,government provides direct cash assistance fuel oil resident afford direct cash assistance fuel oil yogyakarta,positive
193,distribution direct fuel oil cash assistance carried subsidy transferred government appropriate target East Nusa Tenggara,positive
235,East Nusa Tenggara happy government adjust price fuel oil people prosperous,positive
181,"direct fuel oil cash assistance effective protecting people's purchasing power, government taking right step",positive
1502,community received direct fuel oil cash assistance distributed North Sumatra government,positive
969,"Thank you, government East Nusa Tenggara greatly helped direct cash assistance BBM",positive
1003,distribution fuel oil direct cash assistance almost government try one hundred percent today day tomorrow East Nusa Tenggara,positive
521,The transfer fuel subsidy direct fuel oil cash assistance appropriate step Central Java government,positive
669,people-based subsidized fuel subsidy easier implement government already integrated data social welfare,positive
942,government consistent welfare Indonesian people providing direct fuel oil cash assistance,positive
864,"program setting subsidy target recommended government Pertamina good community, please, please run properly indeed subsidized fuel oil right target people need subsidized fuel oil",positive
1382,I defend long queue buy non-subsidized fuel oil reduce government's loss,negative
1202,world crude oil soared fuel subsidy swelled government according price fuel oil,negative
382,distribution direct fuel oil cash assistance form government attention small community greeting aceh,negative
1275,"government main reason, let's pay attention, Jambi support adjustment fuel price",positive
1398,"I'm lazy queue refuel private sector, help government reduce fuel subsidy",negative
331,Jambi resident also support government policies. Mukomuko resident feel helped direct cash assistance fuel oil,positive
866,"I read news, turn fuel subsidy enjoyed well-to-do people rumor government provide policy regulating purchase subsidy right target, think?",positive
